"SampleID","TAXAID","TotTranLngth_m","Juvenile","DiamMax_cm","DiamPerp_cm","Height_cm","TotMort_pct"
"Samp0690","Stephanocoenia intersepta",10,FALSE,4,4,1,10
"Samp0690","Stephanocoenia intersepta",10,FALSE,4,3,1,0
"Samp0690","Stephanocoenia intersepta",10,FALSE,4,3,1,0
"Samp0690","Stephanocoenia intersepta",10,FALSE,4,4,2,5
"Samp0690","Siderastrea siderea",10,FALSE,49,40,32,75
"Samp0690","Siderastrea siderea",10,FALSE,38,36,30,25
"Samp0690","Siderastrea siderea",10,FALSE,30,25,14,15
"Samp0690","Siderastrea siderea",10,FALSE,28,25,20,80
"Samp0690","Siderastrea siderea",10,FALSE,26,21,8,5
"Samp0690","Siderastrea siderea",10,FALSE,19,12,7,0
"Samp0690","Siderastrea siderea",10,FALSE,18,15,7,20
"Samp0690","Siderastrea siderea",10,FALSE,18,12,9,5
"Samp0690","Siderastrea siderea",10,FALSE,17,12,6,3
"Samp0690","Siderastrea siderea",10,FALSE,16,12,10,10
"Samp0690","Siderastrea siderea",10,FALSE,10,8,4,0
"Samp0690","Siderastrea siderea",10,FALSE,8,7,1,0
"Samp0690","Siderastrea siderea",10,FALSE,8,7,2,0
"Samp0690","Siderastrea siderea",10,FALSE,7,6,2,0
"Samp0690","Siderastrea siderea",10,FALSE,7,5,2,0
"Samp0690","Siderastrea siderea",10,FALSE,6,5,2,0
"Samp0690","Siderastrea siderea",10,FALSE,6,5,2,0
"Samp0690","Siderastrea siderea",10,FALSE,5,3,1,0
"Samp0690","Siderastrea siderea",10,FALSE,5,4,1,0
"Samp0690","Siderastrea siderea",10,FALSE,5,4,1,0
"Samp0690","Siderastrea siderea",10,FALSE,5,4,2,40
"Samp0690","Siderastrea siderea",10,FALSE,5,4,2,0
"Samp0690","Siderastrea siderea",10,FALSE,4,4,1,10
"Samp0690","Siderastrea siderea",10,FALSE,4,3,1,0
"Samp0690","Siderastrea siderea",10,FALSE,4,3,2,5
"Samp0690","Porites astreoides",10,FALSE,12,12,10,0
"Samp0690","Porites astreoides",10,FALSE,10,9,6,5
"Samp0690","Porites astreoides",10,FALSE,10,10,7,40
"Samp0690","Porites astreoides",10,FALSE,9,7,3,0
"Samp0690","Porites astreoides",10,FALSE,5,4,1,0
"Samp0690","Mycetophyllia aliciae",10,TRUE,3,2,1,0
"Samp0690","Mycetophyllia aliciae",10,FALSE,10,8,3,5
"Samp0690","Montastraea cavernosa",10,FALSE,22,13,14,5
"Samp0690","Montastraea cavernosa",10,FALSE,22,19,18,60
"Samp0690","Montastraea cavernosa",10,FALSE,9,8,5,80
"Samp0690","Montastraea cavernosa",10,FALSE,4,3,1,0
"Samp0690","Montastraea cavernosa",10,FALSE,4,4,1,0
"Samp0695","Meandrina meandrites",10,FALSE,12,10,2,0
"Samp0695","Meandrina meandrites",10,FALSE,10,7,3,0
"Samp0695","Madracis decactis",10,FALSE,10,10,4,0
"Samp0695","Agaricia agaricites",10,FALSE,12,10,6,0
"Samp0696","Stephanocoenia intersepta",10,FALSE,6,5,2,0
"Samp0696","Stephanocoenia intersepta",10,FALSE,5,5,2,0
"Samp0696","Siderastrea siderea",10,FALSE,15,12,15,0
"Samp0696","Siderastrea siderea",10,FALSE,10,10,2,0
"Samp0696","Siderastrea siderea",10,FALSE,7,6,2,0
"Samp0696","Siderastrea siderea",10,FALSE,5,4,3,0
"Samp0696","Siderastrea siderea",10,FALSE,5,5,3,0
"Samp0696","Porites astreoides",10,FALSE,7,7,4,0
"Samp0696","Porites astreoides",10,FALSE,6,5,4,0
"Samp0696","Porites astreoides",10,FALSE,5,5,3,0
"Samp0696","Porites astreoides",10,FALSE,5,4,4,0
"Samp0696","Montastraea cavernosa",10,FALSE,20,20,25,95
"Samp0696","Montastraea cavernosa",10,FALSE,15,10,5,0
"Samp0696","Montastraea cavernosa",10,FALSE,10,10,2,0
"Samp0696","Meandrina meandrites",10,FALSE,10,8,3,0
"Samp0696","Helioseris cucullata",10,FALSE,5,5,1,0
"Samp0696","Dichocoenia stokesii",10,FALSE,5,5,3,0
"Samp0696","Agaricia lamarcki",10,FALSE,10,10,2,0
"Samp0696","Agaricia lamarcki",10,FALSE,10,10,2,0
"Samp0697","Stephanocoenia intersepta",10,FALSE,10,9,1,0
"Samp0697","Stephanocoenia intersepta",10,FALSE,10,10,3,0
"Samp0697","Stephanocoenia intersepta",10,FALSE,10,10,3,0
"Samp0697","Stephanocoenia intersepta",10,FALSE,10,10,3,0
"Samp0697","Stephanocoenia intersepta",10,FALSE,9,8,1,0
"Samp0697","Stephanocoenia intersepta",10,FALSE,9,8,2,0
"Samp0697","Stephanocoenia intersepta",10,FALSE,7,6,1,0
"Samp0697","Siderastrea siderea",10,FALSE,30,13,4,20
"Samp0697","Siderastrea siderea",10,FALSE,22,16,1,0
"Samp0697","Siderastrea siderea",10,FALSE,12,10,4,0
"Samp0697","Siderastrea siderea",10,FALSE,10,9,2,0
"Samp0697","Siderastrea siderea",10,FALSE,9,7,2,0
"Samp0697","Siderastrea siderea",10,FALSE,7,5,2,0
"Samp0697","Siderastrea siderea",10,FALSE,7,4,2,0
"Samp0697","Siderastrea siderea",10,FALSE,7,6,2,0
"Samp0697","Siderastrea siderea",10,FALSE,7,6,3,40
"Samp0697","Siderastrea siderea",10,FALSE,7,6,3,50
"Samp0697","Siderastrea siderea",10,FALSE,7,4,3,0
"Samp0697","Siderastrea siderea",10,FALSE,5,4,3,0
"Samp0697","Siderastrea siderea",10,FALSE,5,4,3,0
"Samp0697","Siderastrea siderea",10,FALSE,5,5,4,0
"Samp0697","Porites astreoides",10,FALSE,10,6,5,50
"Samp0697","Porites astreoides",10,FALSE,7,5,3,0
"Samp0697","Orbicella franksi",10,TRUE,3,2,1,0
"Samp0697","Orbicella franksi",10,FALSE,30,25,3,60
"Samp0697","Orbicella franksi",10,FALSE,23,20,2,5
"Samp0697","Orbicella franksi",10,FALSE,14,10,2,0
"Samp0697","Montastraea cavernosa",10,FALSE,15,15,4,0
"Samp0697","Montastraea cavernosa",10,FALSE,15,10,15,0
"Samp0697","Madracis formosa",10,FALSE,5,5,7,0
"Samp0697","Agaricia lamarcki",10,FALSE,20,5,1,0
"Samp0697","Agaricia agaricites",10,FALSE,15,10,15,0
"Samp0697","Agaricia agaricites",10,FALSE,13,4,2,5
"Samp0697","Agaricia agaricites",10,FALSE,12,5,3,0
"Samp0697","Agaricia agaricites",10,FALSE,12,10,6,0
"Samp0697","Agaricia agaricites",10,FALSE,10,7,1,0
"Samp0697","Agaricia agaricites",10,FALSE,10,9,2,0
"Samp0697","Agaricia agaricites",10,FALSE,5,5,1,0
"Samp0698","Stephanocoenia intersepta",10,FALSE,15,6,1,0
"Samp0698","Stephanocoenia intersepta",10,FALSE,11,5,3,0
"Samp0698","Stephanocoenia intersepta",10,FALSE,10,7,2,60
"Samp0698","Stephanocoenia intersepta",10,FALSE,10,9,2,0
"Samp0698","Stephanocoenia intersepta",10,FALSE,9,8,3,0
"Samp0698","Stephanocoenia intersepta",10,FALSE,7,7,2,0
"Samp0698","Stephanocoenia intersepta",10,FALSE,7,6,2,0
"Samp0698","Stephanocoenia intersepta",10,FALSE,6,5,3,0
"Samp0698","Stephanocoenia intersepta",10,FALSE,5,4,3,0
"Samp0698","Siderastrea siderea",10,FALSE,40,35,30,0
"Samp0698","Siderastrea siderea",10,FALSE,35,20,3,10
"Samp0698","Siderastrea siderea",10,FALSE,35,20,10,30
"Samp0698","Siderastrea siderea",10,FALSE,30,25,9,0
"Samp0698","Siderastrea siderea",10,FALSE,22,20,6,0
"Samp0698","Siderastrea siderea",10,FALSE,20,12,8,15
"Samp0698","Siderastrea siderea",10,FALSE,17,13,3,0
"Samp0698","Siderastrea siderea",10,FALSE,15,7,2,50
"Samp0698","Siderastrea siderea",10,FALSE,15,10,2,0
"Samp0698","Siderastrea siderea",10,FALSE,15,10,5,10
"Samp0698","Siderastrea siderea",10,FALSE,14,3,8,10
"Samp0698","Siderastrea siderea",10,FALSE,13,10,1,0
"Samp0698","Siderastrea siderea",10,FALSE,12,10,2,40
"Samp0698","Siderastrea siderea",10,FALSE,12,10,2,0
"Samp0698","Siderastrea siderea",10,FALSE,11,11,2,0
"Samp0698","Siderastrea siderea",10,FALSE,10,7,3,0
"Samp0698","Siderastrea siderea",10,FALSE,10,10,3,0
"Samp0698","Siderastrea siderea",10,FALSE,9,8,3,10
"Samp0698","Siderastrea siderea",10,FALSE,7,7,1,0
"Samp0698","Siderastrea siderea",10,FALSE,7,6,1,0
"Samp0698","Siderastrea siderea",10,FALSE,7,6,1,0
"Samp0698","Siderastrea siderea",10,FALSE,7,5,2,0
"Samp0698","Siderastrea siderea",10,FALSE,7,7,2,45
"Samp0698","Siderastrea siderea",10,FALSE,7,5,2,0
"Samp0698","Siderastrea siderea",10,FALSE,5,4,1,5
"Samp0698","Siderastrea siderea",10,FALSE,5,4,1,5
"Samp0698","Siderastrea siderea",10,FALSE,5,4,1,5
"Samp0698","Siderastrea siderea",10,FALSE,5,5,2,0
"Samp0698","Siderastrea siderea",10,FALSE,5,4,2,0
"Samp0698","Siderastrea siderea",10,FALSE,5,5,3,0
"Samp0698","Siderastrea siderea",10,FALSE,5,5,3,0
"Samp0698","Siderastrea siderea",10,FALSE,4,4,1,5
"Samp0698","Siderastrea siderea",10,FALSE,4,4,1,5
"Samp0698","Porites astreoides",10,FALSE,10,10,5,0
"Samp0698","Porites astreoides",10,FALSE,6,5,1,0
"Samp0698","Porites astreoides",10,FALSE,5,4,3,0
"Samp0698","Porites astreoides",10,FALSE,5,4,4,0
"Samp0698","Porites astreoides",10,FALSE,5,4,4,0
"Samp0698","Orbicella franksi",10,FALSE,15,14,4,0
"Samp0698","Orbicella faveolata",10,FALSE,25,17,12,80
"Samp0698","Montastraea cavernosa",10,FALSE,10,6,5,0
"Samp0698","Montastraea cavernosa",10,FALSE,9,8,3,0
"Samp0698","Meandrina meandrites",10,FALSE,10,10,5,0
"Samp0698","Eusmilia fastigiata",10,FALSE,10,5,4,0
"Samp0698","Agaricia lamarcki",10,FALSE,25,20,1,0
"Samp0698","Agaricia lamarcki",10,FALSE,19,13,1,0
"Samp0699","Stephanocoenia intersepta",10,FALSE,13,8,4,5
"Samp0699","Stephanocoenia intersepta",10,FALSE,10,7,2,20
"Samp0699","Stephanocoenia intersepta",10,FALSE,8,8,1,0
"Samp0699","Siderastrea siderea",10,FALSE,24,13,8,0
"Samp0699","Siderastrea siderea",10,FALSE,24,23,13,10
"Samp0699","Siderastrea siderea",10,FALSE,9,6,5,0
"Samp0699","Siderastrea siderea",10,FALSE,8,7,3,1
"Samp0699","Siderastrea siderea",10,FALSE,5,4,1,0
"Samp0699","Siderastrea siderea",10,FALSE,5,4,1,0
"Samp0699","Siderastrea siderea",10,FALSE,4,4,1,0
"Samp0699","Porites astreoides",10,FALSE,10,9,4,0
"Samp0699","Mycetophyllia aliciae",10,FALSE,9,9,2,0
"Samp0699","Mycetophyllia aliciae",10,FALSE,4,4,1,0
"Samp0699","Montastraea cavernosa",10,FALSE,20,19,22,30
"Samp0699","Montastraea cavernosa",10,FALSE,14,13,6,0
"Samp0699","Madracis decactis",10,FALSE,50,50,80,70
"Samp0699","Madracis decactis",10,FALSE,22,10,1,70
"Samp0699","Agaricia lamarcki",10,FALSE,60,40,30,70
"Samp0699","Agaricia agaricites",10,FALSE,7,7,1,0
"Samp0700","Stephanocoenia intersepta",6,FALSE,29,23,9,15
"Samp0700","Stephanocoenia intersepta",6,FALSE,12,7,3,20
"Samp0700","Stephanocoenia intersepta",6,FALSE,11,8,6,15
"Samp0700","Stephanocoenia intersepta",6,FALSE,9,4,1,20
"Samp0700","Stephanocoenia intersepta",6,FALSE,8,5,1,20
"Samp0700","Stephanocoenia intersepta",6,FALSE,8,7,4,0
"Samp0700","Stephanocoenia intersepta",6,FALSE,7,5,1,10
"Samp0700","Stephanocoenia intersepta",6,FALSE,7,5,3,15
"Samp0700","Stephanocoenia intersepta",6,FALSE,6,5,1,15
"Samp0700","Stephanocoenia intersepta",6,FALSE,6,6,3,0
"Samp0700","Stephanocoenia intersepta",6,FALSE,6,6,5,10
"Samp0700","Stephanocoenia intersepta",6,FALSE,5,4,1,20
"Samp0700","Siderastrea siderea",6,FALSE,25,10,6,20
"Samp0700","Siderastrea siderea",6,FALSE,24,18,10,10
"Samp0700","Siderastrea siderea",6,FALSE,13,8,1,50
"Samp0700","Siderastrea siderea",6,FALSE,13,8,2,70
"Samp0700","Siderastrea siderea",6,FALSE,11,7,4,10
"Samp0700","Siderastrea siderea",6,FALSE,9,7,2,5
"Samp0700","Siderastrea siderea",6,FALSE,6,5,2,10
"Samp0700","Siderastrea siderea",6,FALSE,5,4,1,0
"Samp0700","Siderastrea siderea",6,FALSE,5,5,2,0
"Samp0700","Siderastrea radians",6,FALSE,6,3,1,0
"Samp0700","Siderastrea radians",6,FALSE,5,4,2,0
"Samp0700","Siderastrea radians",6,FALSE,4,2,1,10
"Samp0700","Porites astreoides",6,FALSE,12,8,2,40
"Samp0700","Montastraea cavernosa",6,FALSE,26,18,24,60
"Samp0700","Montastraea cavernosa",6,FALSE,8,5,1,0
"Samp0700","Montastraea cavernosa",6,FALSE,8,5,8,5
"Samp0700","Montastraea cavernosa",6,FALSE,6,5,1,30
"Samp0700","Madracis decactis",6,FALSE,11,9,5,70
"Samp0700","Eusmilia fastigiata",6,FALSE,8,6,7,70
"Samp0700","Colpophyllia natans",6,FALSE,7,5,4,50
"Samp0700","Agaricia lamarcki",6,FALSE,58,55,1,20
"Samp0701","Stephanocoenia intersepta",10,FALSE,9,8,5,3
"Samp0701","Stephanocoenia intersepta",10,FALSE,5,4,2,0
"Samp0701","Stephanocoenia intersepta",10,FALSE,4,3,1,10
"Samp0701","Stephanocoenia intersepta",10,FALSE,4,3,1,0
"Samp0701","Siderastrea siderea",10,FALSE,12,10,5,0
"Samp0701","Siderastrea siderea",10,FALSE,6,5,1,0
"Samp0701","Siderastrea siderea",10,FALSE,5,4,1,0
"Samp0701","Siderastrea siderea",10,FALSE,5,4,1,0
"Samp0701","Siderastrea siderea",10,FALSE,5,4,2,0
"Samp0701","Siderastrea siderea",10,FALSE,5,4,2,0
"Samp0701","Siderastrea siderea",10,FALSE,4,3,1,0
"Samp0701","Siderastrea radians",10,FALSE,5,4,1,35
"Samp0701","Porites divaricata",10,FALSE,5,4,3,10
"Samp0701","Porites astreoides",10,FALSE,21,20,4,10
"Samp0701","Porites astreoides",10,FALSE,14,10,6,15
"Samp0701","Porites astreoides",10,FALSE,14,10,9,60
"Samp0701","Porites astreoides",10,FALSE,11,10,3,0
"Samp0701","Porites astreoides",10,FALSE,9,8,2,0
"Samp0701","Porites astreoides",10,FALSE,9,8,6,0
"Samp0701","Porites astreoides",10,FALSE,7,6,3,5
"Samp0701","Porites astreoides",10,FALSE,7,6,5,0
"Samp0701","Porites astreoides",10,FALSE,7,6,5,0
"Samp0701","Porites astreoides",10,FALSE,6,5,2,0
"Samp0701","Porites astreoides",10,FALSE,5,4,2,15
"Samp0701","Porites astreoides",10,FALSE,5,4,3,0
"Samp0701","Porites astreoides",10,FALSE,4,3,1,0
"Samp0701","Porites astreoides",10,FALSE,4,3,1,0
"Samp0701","Porites astreoides",10,FALSE,4,3,1,10
"Samp0701","Montastraea cavernosa",10,FALSE,103,100,61,90
"Samp0701","Montastraea cavernosa",10,FALSE,99,90,76,40
"Samp0701","Montastraea cavernosa",10,FALSE,53,50,50,80
"Samp0701","Montastraea cavernosa",10,FALSE,31,30,45,2
"Samp0701","Montastraea cavernosa",10,FALSE,13,10,8,15
"Samp0701","Madracis formosa",10,FALSE,16,10,10,70
"Samp0702","Stephanocoenia intersepta",10,FALSE,10,9,2,5
"Samp0702","Stephanocoenia intersepta",10,FALSE,7,6,1,15
"Samp0702","Stephanocoenia intersepta",10,FALSE,7,6,2,10
"Samp0702","Stephanocoenia intersepta",10,FALSE,5,4,1,30
"Samp0702","Siderastrea siderea",10,FALSE,21,20,8,10
"Samp0702","Siderastrea siderea",10,FALSE,21,20,12,95
"Samp0702","Siderastrea siderea",10,FALSE,14,10,5,40
"Samp0702","Siderastrea siderea",10,FALSE,12,10,5,0
"Samp0702","Siderastrea siderea",10,FALSE,9,8,3,5
"Samp0702","Siderastrea siderea",10,FALSE,7,6,4,15
"Samp0702","Porites porites",10,FALSE,20,10,11,18
"Samp0702","Porites porites",10,FALSE,7,6,2,0
"Samp0702","Porites astreoides",10,FALSE,18,10,6,10
"Samp0702","Porites astreoides",10,FALSE,13,10,5,60
"Samp0702","Porites astreoides",10,FALSE,13,10,8,5
"Samp0702","Porites astreoides",10,FALSE,12,10,6,15
"Samp0702","Porites astreoides",10,FALSE,12,10,8,35
"Samp0702","Porites astreoides",10,FALSE,10,9,6,85
"Samp0702","Porites astreoides",10,FALSE,9,8,5,20
"Samp0702","Porites astreoides",10,FALSE,9,8,5,50
"Samp0702","Porites astreoides",10,FALSE,7,6,4,4
"Samp0702","Porites astreoides",10,FALSE,7,6,6,30
"Samp0702","Porites astreoides",10,FALSE,5,4,1,0
"Samp0702","Montastraea cavernosa",10,FALSE,13,10,4,0
"Samp0702","Montastraea cavernosa",10,FALSE,7,6,3,70
"Samp0702","Agaricia agaricites",10,FALSE,21,20,1,35
"Samp0724","Stephanocoenia intersepta",10,FALSE,6,5,4,0
"Samp0724","Stephanocoenia intersepta",10,FALSE,5,4,1,0
"Samp0724","Siderastrea siderea",10,FALSE,27,20,14,0
"Samp0724","Siderastrea siderea",10,FALSE,6,5,2,0
"Samp0724","Porites porites",10,FALSE,6,5,3,0
"Samp0724","Porites astreoides",10,FALSE,6,5,2,0
"Samp0724","Porites astreoides",10,FALSE,5,4,2,0
"Samp0724","Porites astreoides",10,FALSE,5,4,3,0
"Samp0724","Madracis senaria",10,FALSE,8,7,6,0
"Samp0724","Madracis senaria",10,FALSE,6,5,6,0
"Samp0724","Agaricia fragilis",10,FALSE,4,3,1,0
"Samp0724","Agaricia agaricites",10,FALSE,6,5,2,0
"Samp0724","Agaricia agaricites",10,FALSE,4,3,1,0
"Samp0727","Stephanocoenia intersepta",10,FALSE,25,20,4,0
"Samp0727","Stephanocoenia intersepta",10,FALSE,19,10,5,20
"Samp0727","Stephanocoenia intersepta",10,FALSE,19,10,9,30
"Samp0727","Stephanocoenia intersepta",10,FALSE,5,4,1,0
"Samp0727","Stephanocoenia intersepta",10,FALSE,4,3,1,0
"Samp0727","Stephanocoenia intersepta",10,FALSE,4,3,3,0
"Samp0727","Siderastrea siderea",10,FALSE,12,10,2,0
"Samp0727","Siderastrea siderea",10,FALSE,10,9,4,15
"Samp0727","Siderastrea siderea",10,FALSE,10,9,5,0
"Samp0727","Siderastrea siderea",10,FALSE,9,8,1,0
"Samp0727","Siderastrea siderea",10,FALSE,7,6,3,10
"Samp0727","Siderastrea siderea",10,FALSE,7,6,4,0
"Samp0727","Siderastrea siderea",10,FALSE,5,4,1,0
"Samp0727","Siderastrea siderea",10,FALSE,5,4,2,0
"Samp0727","Siderastrea siderea",10,FALSE,4,3,1,0
"Samp0727","Siderastrea siderea",10,FALSE,4,3,1,0
"Samp0727","Siderastrea siderea",10,FALSE,4,3,1,0
"Samp0727","Porites astreoides",10,FALSE,30,20,9,20
"Samp0727","Porites astreoides",10,FALSE,15,10,5,5
"Samp0727","Porites astreoides",10,FALSE,13,10,5,0
"Samp0727","Porites astreoides",10,FALSE,13,10,5,5
"Samp0727","Porites astreoides",10,FALSE,12,10,5,0
"Samp0727","Porites astreoides",10,FALSE,11,10,7,0
"Samp0727","Porites astreoides",10,FALSE,10,9,3,15
"Samp0727","Porites astreoides",10,FALSE,10,9,3,5
"Samp0727","Porites astreoides",10,FALSE,10,9,8,0
"Samp0727","Porites astreoides",10,FALSE,10,9,9,40
"Samp0727","Porites astreoides",10,FALSE,6,5,4,0
"Samp0727","Orbicella faveolata",10,FALSE,17,10,5,5
"Samp0727","Montastraea cavernosa",10,FALSE,101,100,129,85
"Samp0727","Montastraea cavernosa",10,FALSE,26,20,35,1
"Samp0727","Montastraea cavernosa",10,FALSE,23,20,10,3
"Samp0727","Montastraea cavernosa",10,FALSE,21,20,11,30
"Samp0727","Montastraea cavernosa",10,FALSE,19,10,8,75
"Samp0727","Madracis decactis",10,FALSE,21,20,8,0
"Samp0727","Madracis decactis",10,FALSE,8,7,4,10
"Samp0727","Colpophyllia natans",10,FALSE,58,50,49,35
"Samp0727","Agaricia agaricites",10,FALSE,9,8,1,0
"Samp0727","Agaricia agaricites",10,FALSE,9,8,1,0
"Samp0727","Agaricia agaricites",10,FALSE,6,5,1,0
"Samp0732","Stephanocoenia intersepta",10,FALSE,21,20,18,45
"Samp0732","Stephanocoenia intersepta",10,FALSE,19,10,5,35
"Samp0732","Stephanocoenia intersepta",10,FALSE,17,10,8,70
"Samp0732","Stephanocoenia intersepta",10,FALSE,15,10,2,5
"Samp0732","Stephanocoenia intersepta",10,FALSE,15,10,3,20
"Samp0732","Stephanocoenia intersepta",10,FALSE,13,10,2,10
"Samp0732","Stephanocoenia intersepta",10,FALSE,11,10,3,0
"Samp0732","Stephanocoenia intersepta",10,FALSE,11,10,4,70
"Samp0732","Stephanocoenia intersepta",10,FALSE,10,9,1,30
"Samp0732","Stephanocoenia intersepta",10,FALSE,10,9,3,0
"Samp0732","Stephanocoenia intersepta",10,FALSE,10,9,12,0
"Samp0732","Stephanocoenia intersepta",10,FALSE,8,7,1,15
"Samp0732","Stephanocoenia intersepta",10,FALSE,5,4,1,0
"Samp0732","Siderastrea siderea",10,FALSE,23,20,5,25
"Samp0732","Siderastrea siderea",10,FALSE,19,10,6,10
"Samp0732","Siderastrea siderea",10,FALSE,13,10,2,0
"Samp0732","Siderastrea siderea",10,FALSE,13,10,5,20
"Samp0732","Siderastrea siderea",10,FALSE,12,10,8,25
"Samp0732","Siderastrea siderea",10,FALSE,11,10,2,0
"Samp0732","Siderastrea siderea",10,FALSE,11,10,3,0
"Samp0732","Siderastrea siderea",10,FALSE,11,10,3,25
"Samp0732","Siderastrea siderea",10,FALSE,8,7,2,40
"Samp0732","Siderastrea siderea",10,FALSE,8,7,3,35
"Samp0732","Siderastrea siderea",10,FALSE,8,7,4,0
"Samp0732","Siderastrea siderea",10,FALSE,7,6,2,0
"Samp0732","Siderastrea siderea",10,FALSE,6,5,2,0
"Samp0732","Siderastrea siderea",10,FALSE,5,4,2,0
"Samp0732","Siderastrea siderea",10,FALSE,5,4,3,0
"Samp0732","Porites astreoides",10,FALSE,16,10,4,0
"Samp0732","Porites astreoides",10,FALSE,14,10,6,10
"Samp0732","Porites astreoides",10,FALSE,11,10,3,0
"Samp0732","Porites astreoides",10,FALSE,10,9,1,0
"Samp0732","Porites astreoides",10,FALSE,8,7,3,0
"Samp0732","Porites astreoides",10,FALSE,7,6,2,5
"Samp0732","Porites astreoides",10,FALSE,7,6,4,0
"Samp0732","Porites astreoides",10,FALSE,7,6,5,55
"Samp0732","Porites astreoides",10,FALSE,5,4,2,0
"Samp0732","Orbicella faveolata",10,FALSE,123,120,64,35
"Samp0732","Orbicella faveolata",10,FALSE,71,70,41,0
"Samp0732","Montastraea cavernosa",10,FALSE,35,30,18,5
"Samp0732","Montastraea cavernosa",10,FALSE,23,20,16,90
"Samp0732","Montastraea cavernosa",10,FALSE,18,10,16,0
"Samp0732","Montastraea cavernosa",10,FALSE,11,10,7,15
"Samp0732","Montastraea cavernosa",10,FALSE,5,4,1,0
"Samp0732","Agaricia humilis",10,FALSE,7,6,3,0
"Samp0732","Agaricia agaricites",10,FALSE,4,3,1,0
"Samp0735","Stephanocoenia intersepta",10,FALSE,15,10,3,5
"Samp0735","Stephanocoenia intersepta",10,FALSE,11,10,3,10
"Samp0735","Stephanocoenia intersepta",10,FALSE,8,7,4,4
"Samp0735","Stephanocoenia intersepta",10,FALSE,7,6,2,20
"Samp0735","Stephanocoenia intersepta",10,FALSE,7,6,3,80
"Samp0735","Stephanocoenia intersepta",10,FALSE,5,4,1,0
"Samp0735","Siderastrea siderea",10,FALSE,14,10,10,10
"Samp0735","Siderastrea siderea",10,FALSE,12,10,3,3
"Samp0735","Siderastrea siderea",10,FALSE,7,6,2,0
"Samp0735","Siderastrea siderea",10,FALSE,6,5,1,1
"Samp0735","Siderastrea siderea",10,FALSE,5,4,2,5
"Samp0735","Siderastrea siderea",10,FALSE,5,4,4,0
"Samp0735","Porites porites",10,FALSE,13,10,3,5
"Samp0735","Porites porites",10,FALSE,12,10,8,4
"Samp0735","Porites porites",10,FALSE,8,7,5,2
"Samp0735","Porites porites",10,FALSE,7,6,5,20
"Samp0735","Porites porites",10,FALSE,6,5,3,15
"Samp0735","Porites furcata",10,FALSE,23,20,6,30
"Samp0735","Porites astreoides",10,FALSE,8,7,2,3
"Samp0735","Porites astreoides",10,FALSE,8,7,5,15
"Samp0735","Porites astreoides",10,FALSE,7,6,4,0
"Samp0735","Porites astreoides",10,FALSE,6,5,5,5
"Samp0735","Porites astreoides",10,FALSE,5,4,1,0
"Samp0735","Porites astreoides",10,FALSE,5,4,1,0
"Samp0735","Porites astreoides",10,FALSE,5,4,2,0
"Samp0735","Porites astreoides",10,FALSE,5,4,3,25
"Samp0735","Porites astreoides",10,FALSE,5,4,5,10
"Samp0735","Orbicella faveolata",10,FALSE,4,3,1,0
"Samp0735","Meandrina meandrites",10,FALSE,21,20,10,5
"Samp0735","Madracis decactis",10,FALSE,11,10,5,10
"Samp0735","Agaricia agaricites",10,FALSE,14,10,3,0
"Samp0738","Stephanocoenia intersepta",10,FALSE,20,10,4,10
"Samp0738","Stephanocoenia intersepta",10,FALSE,18,10,2,0
"Samp0738","Stephanocoenia intersepta",10,FALSE,18,10,3,0
"Samp0738","Stephanocoenia intersepta",10,FALSE,16,10,3,5
"Samp0738","Stephanocoenia intersepta",10,FALSE,8,7,4,0
"Samp0738","Stephanocoenia intersepta",10,FALSE,7,6,1,0
"Samp0738","Stephanocoenia intersepta",10,FALSE,6,5,1,0
"Samp0738","Stephanocoenia intersepta",10,FALSE,5,4,3,0
"Samp0738","Stephanocoenia intersepta",10,FALSE,4,3,1,20
"Samp0738","Solenastrea bournoni",10,FALSE,36,30,19,0
"Samp0738","Siderastrea siderea",10,FALSE,53,50,26,15
"Samp0738","Siderastrea siderea",10,FALSE,36,30,15,0
"Samp0738","Siderastrea siderea",10,FALSE,34,30,10,30
"Samp0738","Siderastrea siderea",10,FALSE,31,30,17,0
"Samp0738","Siderastrea siderea",10,FALSE,30,20,20,0
"Samp0738","Siderastrea siderea",10,FALSE,14,10,2,0
"Samp0738","Siderastrea siderea",10,FALSE,14,10,6,10
"Samp0738","Siderastrea siderea",10,FALSE,13,10,4,0
"Samp0738","Siderastrea siderea",10,FALSE,12,10,1,10
"Samp0738","Siderastrea siderea",10,FALSE,12,10,6,35
"Samp0738","Siderastrea siderea",10,FALSE,11,10,1,5
"Samp0738","Siderastrea siderea",10,FALSE,11,10,2,0
"Samp0738","Siderastrea siderea",10,FALSE,11,10,3,20
"Samp0738","Siderastrea siderea",10,FALSE,10,9,2,5
"Samp0738","Siderastrea siderea",10,FALSE,9,8,1,0
"Samp0738","Siderastrea siderea",10,FALSE,9,8,3,0
"Samp0738","Siderastrea siderea",10,FALSE,9,8,3,20
"Samp0738","Siderastrea siderea",10,FALSE,8,7,2,0
"Samp0738","Siderastrea siderea",10,FALSE,8,7,4,0
"Samp0738","Siderastrea siderea",10,FALSE,5,4,4,30
"Samp0738","Pseudodiploria strigosa",10,FALSE,39,30,30,90
"Samp0738","Porites astreoides",10,FALSE,22,20,3,0
"Samp0738","Porites astreoides",10,FALSE,14,10,3,0
"Samp0738","Porites astreoides",10,FALSE,14,10,4,20
