DataSource,SampleID,TotTranLngth_m,SampDate,TAXAID,CommonName,Juvenile,DiamMax_cm,DiamPerp_cm,Height_cm,TotMort_pct,BCG_ATTR,Weedy,LRBC,MorphConvFact,Phylum,Class,SubClass,Order,Family,Genus,SubGenus,Species
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,12,8,4,95,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,14,12,6,55,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,6,4,1,30,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,4,3,1,0,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,15,12,7,6,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,35,35,15,17,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,5,4,1,0,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,16,12,9,10,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,12,8,3,10,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,5,4,1,10,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,11,9,4,0,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,7,7,2,5,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,9,8,2,20,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,15,9,2,30,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,9,5,1,0,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,4,3,1,0,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,9,6,1,0,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,5,3,1,1,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,14,12,5,42,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,11,9,3,3,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,8,7,2,0,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,6,4,1,30,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,5,4,2,21,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,14,6,8,62,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,85,68,40,31,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,14,12,6,6,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,36,20,16,27,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,4,3,1,0,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,68,52,48,5,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,8,3,3,30,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Siderastrea siderea,Massive starlet coral,FALSE,16,8,10,85,4,Sometimes,TRUE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Siderastreidae,Siderastrea,Anthozoa,siderea
NCRMP,Samp0004,10,5/28/2015,Stephanocoenia intersepta,Blushing star coral,FALSE,32,21,9,8,5,Sometimes,FALSE,2,Cnidaria,Anthozoa,Cnidaria,Scleractinia,Astrocoeniidae,Stephanocoenia,Anthozoa,intersepta
