INDEX_CLASS,SampleID,TAXAID,N_TAXA
CIP_medium,KS_0046,TANYPUS,1
CIP_medium,KS_0046,TRIBELOS,1
CIP_medium,KS_0046,TRICHOCORIXA,17
CIP_medium,KS_0046,TRICORYTHODES,9
CIP_medium,KS_0046,TROPISTERNUS,1
CIP_medium,KS_0047,ABLABESMYIA,2
CIP_medium,KS_0047,ACERPENNA PYGMAEA,2
CIP_medium,KS_0047,AMNICOLA LIMOSA,1
CIP_medium,KS_0047,ASELLUS,3
CIP_medium,KS_0047,BAETIS,22
CIP_medium,KS_0047,BEROSUS,1
CIP_medium,KS_0047,BRANCHIURA SOWERBYI,3
CIP_medium,KS_0047,CHEUMATOPSYCHE,101
CIP_medium,KS_0047,CHIRONOMIDAE,2
CIP_medium,KS_0047,CORBICULA FLUMINEA,2
CIP_medium,KS_0047,CORIXIDAE,2
CIP_medium,KS_0047,CORYDALUS CORNUTUS,1
CIP_medium,KS_0047,DICROTENDIPES,1
CIP_medium,KS_0047,DINEUTUS,3
CIP_medium,KS_0047,DROMOGOMPHUS SPINOSUS,1
CIP_medium,KS_0047,DUGESIA,15
CIP_medium,KS_0047,ERPOBDELLIDAE,6
CIP_medium,KS_0047,GLOSSIPHONIIDAE,4
CIP_medium,KS_0047,HELOBDELLA FUSCA,1
CIP_medium,KS_0047,HEPTAGENIIDAE,3
CIP_medium,KS_0047,HIRUDINEA,1
CIP_medium,KS_0047,HYDROPSYCHIDAE,8
CIP_medium,KS_0047,ISCHNURA,2
CIP_medium,KS_0047,ISONYCHIA,4
CIP_medium,KS_0047,LEUCROCUTA MACULIPENNIS,1
CIP_medium,KS_0047,MACCAFFERTIUM TERMINATUM,3
CIP_medium,KS_0047,MACROMIA,2
CIP_medium,KS_0047,MACRONYCHUS GLABRATUS,1
CIP_medium,KS_0047,MUSCULIUM,3
CIP_medium,KS_0047,MUSCULIUM TRANSVERSUM,16
CIP_medium,KS_0047,NEOPORUS DIMIDIATUS,5
CIP_medium,KS_0047,OLIGOCHAETA,4
CIP_medium,KS_0047,ORCONECTES,3
CIP_medium,KS_0047,ORCONECTES NEGLECTUS,1
CIP_medium,KS_0047,ORCONECTES VIRILIS,1
CIP_medium,KS_0047,PALMACORIXA,5
CIP_medium,KS_0047,PELTODYTES EDENTULUS,1
CIP_medium,KS_0047,PELTODYTES LITORALIS,3
CIP_medium,KS_0047,PHYSELLA GYRINA,2
CIP_medium,KS_0047,PLACOBDELLA,1
CIP_medium,KS_0047,POLYPEDILUM (URESIPEDILUM) CONVICTUM,6
CIP_medium,KS_0047,PROCLADIUS,2
CIP_medium,KS_0047,PYCNOPSYCHE,2
CIP_medium,KS_0047,SIMULIUM,3
CIP_medium,KS_0047,STENACRON INTERPUNCTATUM,47
CIP_medium,KS_0047,STENELMIS,18
CIP_medium,KS_0047,STENELMIS BICARINATA,7
CIP_medium,KS_0047,STENELMIS DECORATA,1
CIP_medium,KS_0047,STENELMIS SEXLINEATA,2
CIP_medium,KS_0047,STENELMIS VITTIPENNIS,5
CIP_medium,KS_0047,TABANUS,1
CIP_medium,KS_0047,TANYPUS,1
CIP_medium,KS_0047,TRICHOCORIXA,4
CIP_medium,KS_0047,TRICORYTHODES,10
CIP_medium,KS_0047,TROPISTERNUS,1
CIP_medium,KS_0048,ABLABESMYIA,2
CIP_medium,KS_0048,BAETIS,34
CIP_medium,KS_0048,CHEUMATOPSYCHE,36
CIP_medium,KS_0048,COLLEMBOLA,1
CIP_medium,KS_0048,CORBICULA FLUMINEA,2
CIP_medium,KS_0048,CORYDALUS CORNUTUS,1
CIP_medium,KS_0048,CRYPTOCHIRONOMUS,1
CIP_medium,KS_0048,DICROTENDIPES NEOMODESTUS,2
CIP_medium,KS_0048,DREISSENA POLYMORPHA,2
CIP_medium,KS_0048,DUGESIA,6
CIP_medium,KS_0048,HETAERINA AMERICANA,1
CIP_medium,KS_0048,HETEROSTERNUTA WICKHAMI,1
CIP_medium,KS_0048,HYDROPSYCHE SIMULANS,25
CIP_medium,KS_0048,HYDROPSYCHIDAE,2
CIP_medium,KS_0048,ISONYCHIA,2
CIP_medium,KS_0048,MACCAFFERTIUM EXIGUUM,1
CIP_medium,KS_0048,MACCAFFERTIUM TERMINATUM,3
CIP_medium,KS_0048,MACRONYCHUS GLABRATUS,6
CIP_medium,KS_0048,MUSCULIUM TRANSVERSUM,5
CIP_medium,KS_0048,NAIDIDAE,3
CIP_medium,KS_0048,NASIAESCHNA PENTACANTHA,2
CIP_medium,KS_0048,NEOPORUS DIMIDIATUS,3
CIP_medium,KS_0048,ORCONECTES VIRILIS,1
CIP_medium,KS_0048,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,2
CIP_medium,KS_0048,POLYPEDILUM (URESIPEDILUM) CONVICTUM,2
CIP_medium,KS_0048,PROCLADIUS,1
CIP_medium,KS_0048,RHEOTANYTARSUS,1
CIP_medium,KS_0048,SIMULIUM,30
CIP_medium,KS_0048,STAPHYLINIDAE,1
CIP_medium,KS_0048,STENACRON INTERPUNCTATUM,33
CIP_medium,KS_0048,STENELMIS,12
CIP_medium,KS_0048,STENELMIS BICARINATA,2
CIP_medium,KS_0048,STENELMIS VITTIPENNIS,1
CIP_medium,KS_0048,TABANUS,2
CIP_medium,KS_0048,THIENEMANNIMYIA GROUP,2
CIP_medium,KS_0048,TRICORYTHODES,2
CIP_medium,KS_0049,BAETIDAE,2
CIP_medium,KS_0049,BAETIS,11
CIP_medium,KS_0049,CENTROPTILUM,2
CIP_medium,KS_0049,CHEUMATOPSYCHE,39
CIP_medium,KS_0049,CHIRONOMIDAE,1
CIP_medium,KS_0049,CLADOTANYTARSUS,1
CIP_medium,KS_0049,CORBICULA FLUMINEA,11
CIP_medium,KS_0049,CORYDALUS CORNUTUS,1
CIP_medium,KS_0049,DINEUTUS,1
CIP_medium,KS_0049,DREISSENA POLYMORPHA,33
CIP_medium,KS_0049,DUGESIA,3
CIP_medium,KS_0049,FALLCEON QUILLERI,1
CIP_medium,KS_0049,GOMPHUS EXTERNUS,8
CIP_medium,KS_0049,GYRETES,1
CIP_medium,KS_0049,HELICOPSYCHE PIORA,1
CIP_medium,KS_0049,HEPTAGENIIDAE,1
CIP_medium,KS_0049,HYDROPSYCHE SIMULANS,4
CIP_medium,KS_0049,HYDROPSYCHIDAE,5
CIP_medium,KS_0049,ISONYCHIA,2
CIP_medium,KS_0049,LIMNEPHILUS,1
CIP_medium,KS_0049,LIMNODRILUS HOFFMEISTERI,1
CIP_medium,KS_0049,MACRONYCHUS GLABRATUS,3
CIP_medium,KS_0049,NAIDIDAE,2
CIP_medium,KS_0049,NEOPORUS DIMIDIATUS,1
CIP_medium,KS_0049,ORCONECTES NEGLECTUS,2
CIP_medium,KS_0049,ORCONECTES VIRILIS,5
CIP_medium,KS_0049,POLYPEDILUM (URESIPEDILUM) CONVICTUM,3
CIP_medium,KS_0049,PSEUDOCLOEON,1
CIP_medium,KS_0049,RHEOTANYTARSUS,1
CIP_medium,KS_0049,SIMULIUM,29
CIP_medium,KS_0049,STENACRON INTERPUNCTATUM,8
CIP_medium,KS_0049,STENELMIS,5
CIP_medium,KS_0049,STENONEMA FEMORATUM,2
CIP_medium,KS_0049,TANYTARSUS,2
CIP_medium,KS_0049,TRIBELOS,2
CIP_medium,KS_0049,TRICORYTHODES,1
CIP_medium,KS_0050,ARGIA,2
CIP_medium,KS_0050,BAETIS,32
CIP_medium,KS_0050,CENTROPTILUM,1
CIP_medium,KS_0050,CHEUMATOPSYCHE,121
CIP_medium,KS_0050,CHIRONOMIDAE,1
CIP_medium,KS_0050,CORBICULA FLUMINEA,1
CIP_medium,KS_0050,CORYDALUS CORNUTUS,1
CIP_medium,KS_0050,DICROTENDIPES NEOMODESTUS,4
CIP_medium,KS_0050,DINEUTUS,6
CIP_medium,KS_0050,DREISSENA POLYMORPHA,30
CIP_medium,KS_0050,DROMOGOMPHUS SPINOSUS,1
CIP_medium,KS_0050,DUGESIA,1
CIP_medium,KS_0050,ERPETOGOMPHUS DESIGNATUS,1
CIP_medium,KS_0050,FALLCEON QUILLERI,2
CIP_medium,KS_0050,HELICHUS BASALIS,1
CIP_medium,KS_0050,HEPTAGENIIDAE,1
CIP_medium,KS_0050,HYDROPSYCHE BETTENI,3
CIP_medium,KS_0050,HYDROPSYCHE SIMULANS,9
CIP_medium,KS_0050,HYDROPSYCHIDAE,11
CIP_medium,KS_0050,ISONYCHIA,2
CIP_medium,KS_0050,MACCAFFERTIUM EXIGUUM,1
CIP_medium,KS_0050,MACCAFFERTIUM TERMINATUM,5
CIP_medium,KS_0050,MACRONYCHUS GLABRATUS,15
CIP_medium,KS_0050,NATARSIA,1
CIP_medium,KS_0050,NECTOPSYCHE CANDIDA,2
CIP_medium,KS_0050,NEOPORUS DIMIDIATUS,1
CIP_medium,KS_0050,ORCONECTES LUTEUS,2
CIP_medium,KS_0050,PARACYMUS,1
CIP_medium,KS_0050,PHYSELLA,1
CIP_medium,KS_0050,PLACOBDELLA,2
CIP_medium,KS_0050,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,17
CIP_medium,KS_0050,POLYPEDILUM (TRIPODURA) HALTERALE GR.,3
CIP_medium,KS_0050,POLYPEDILUM (URESIPEDILUM) CONVICTUM,1
CIP_medium,KS_0050,RHEOTANYTARSUS,1
CIP_medium,KS_0050,SCIRTIDAE,14
CIP_medium,KS_0050,SIMULIUM,1
CIP_medium,KS_0050,STENACRON INTERPUNCTATUM,35
CIP_medium,KS_0050,STENELMIS,16
CIP_medium,KS_0050,STENELMIS DECORATA,6
CIP_medium,KS_0050,STENELMIS VITTIPENNIS,15
CIP_medium,KS_0050,STENONEMA FEMORATUM,9
CIP_medium,KS_0050,STICTOCHIRONOMUS,1
CIP_medium,KS_0050,TANYTARSUS,1
CIP_medium,KS_0050,TRICORYTHODES,6
CIP_medium,KS_0051,ACERPENNA PYGMAEA,2
CIP_medium,KS_0051,ARGIA,4
CIP_medium,KS_0051,BAETIDAE,1
CIP_medium,KS_0051,BAETIS,54
CIP_medium,KS_0051,BRANCHIURA SOWERBYI,2
CIP_medium,KS_0051,CHEUMATOPSYCHE,64
CIP_medium,KS_0051,CHIRONOMIDAE,1
CIP_medium,KS_0051,CORBICULA FLUMINEA,4
CIP_medium,KS_0051,CORIXIDAE,2
CIP_medium,KS_0051,CORYDALUS CORNUTUS,6
CIP_medium,KS_0051,CRICOTOPUS,1
CIP_medium,KS_0051,DREISSENA POLYMORPHA,3
CIP_medium,KS_0051,DUGESIA,4
CIP_medium,KS_0051,ERPETOGOMPHUS DESIGNATUS,1
CIP_medium,KS_0051,ERPOBDELLA,2
CIP_medium,KS_0051,FALLCEON QUILLERI,1
CIP_medium,KS_0051,GOMPHUS EXTERNUS,1
CIP_medium,KS_0051,HEPTAGENIIDAE,2
CIP_medium,KS_0051,HYDROPSYCHE BETTENI,1
CIP_medium,KS_0051,HYDROPSYCHE BIDENS,1
CIP_medium,KS_0051,HYDROPSYCHE SIMULANS,19
CIP_medium,KS_0051,HYDROPSYCHIDAE,10
CIP_medium,KS_0051,HYDROPTILA,1
CIP_medium,KS_0051,ISCHNURA,1
CIP_medium,KS_0051,LEUCROCUTA MACULIPENNIS,3
CIP_medium,KS_0051,MACRONYCHUS GLABRATUS,12
CIP_medium,KS_0051,NEOPORUS DIMIDIATUS,1
CIP_medium,KS_0051,OLIGOCHAETA,1
CIP_medium,KS_0051,ORCONECTES,8
CIP_medium,KS_0051,ORCONECTES NEGLECTUS,1
CIP_medium,KS_0051,ORCONECTES VIRILIS,1
CIP_medium,KS_0051,PELTODYTES,1
CIP_medium,KS_0051,PELTODYTES SEXMACULATUS,3
CIP_medium,KS_0051,PHYSELLA,5
CIP_medium,KS_0051,POLYPEDILUM (POLYPEDILUM) FALLAX GR.,1
CIP_medium,KS_0051,POLYPEDILUM (TRIPODURA),1
CIP_medium,KS_0051,POLYPEDILUM (URESIPEDILUM) CONVICTUM,8
CIP_medium,KS_0051,PROCLADIUS,3
CIP_medium,KS_0051,STENACRON INTERPUNCTATUM,11
CIP_medium,KS_0051,STENELMIS,30
CIP_medium,KS_0051,STENELMIS BICARINATA,6
CIP_medium,KS_0051,STENELMIS DECORATA,7
CIP_medium,KS_0051,STENELMIS SEXLINEATA,1
CIP_medium,KS_0051,STENELMIS VITTIPENNIS,1
CIP_medium,KS_0051,TABANUS,1
CIP_medium,KS_0051,TRIBELOS,1
CIP_medium,KS_0051,TRICHOCORIXA,8
CIP_medium,KS_0051,TRICORYTHODES,10
CIP_medium,KS_0051,TROPISTERNUS,1
CIP_medium,KS_0052,ABLABESMYIA,3
CIP_medium,KS_0052,ARGIA,5
CIP_medium,KS_0052,BAETIS,27
CIP_medium,KS_0052,BEROSUS,1
CIP_medium,KS_0052,CHEUMATOPSYCHE,21
CIP_medium,KS_0052,CHIRONOMIDAE,3
CIP_medium,KS_0052,CHIRONOMUS,3
CIP_medium,KS_0052,CORBICULA FLUMINEA,13
CIP_medium,KS_0052,CORIXIDAE,2
CIP_medium,KS_0052,CRYPTOCHIRONOMUS,1
CIP_medium,KS_0052,DINEUTUS,2
CIP_medium,KS_0052,DUBIRAPHIA,4
CIP_medium,KS_0052,DUGESIA,6
CIP_medium,KS_0052,FALLCEON QUILLERI,1
CIP_medium,KS_0052,GLOSSIPHONIIDAE,1
CIP_medium,KS_0052,HELICHUS BASALIS,4
CIP_medium,KS_0052,HEXATOMA,1
CIP_medium,KS_0052,HYALELLA AZTECA,1
CIP_medium,KS_0052,HYDROBIIDAE,9
CIP_medium,KS_0052,HYDROPSYCHE SIMULANS,1
CIP_medium,KS_0052,ISONYCHIA,4
CIP_medium,KS_0052,LEUCROCUTA MACULIPENNIS,1
CIP_medium,KS_0052,MACCAFFERTIUM,1
CIP_medium,KS_0052,MACRONYCHUS GLABRATUS,33
CIP_medium,KS_0052,MUSCULIUM TRANSVERSUM,7
CIP_medium,KS_0052,NEOPERLA,1
CIP_medium,KS_0052,NEOPORUS DIMIDIATUS,14
CIP_medium,KS_0052,OLIGOCHAETA,1
CIP_medium,KS_0052,ORCONECTES,4
CIP_medium,KS_0052,PALMACORIXA,14
CIP_medium,KS_0052,PELTODYTES EDENTULUS,2
CIP_medium,KS_0052,PELTODYTES LENGI,1
CIP_medium,KS_0052,PELTODYTES LITORALIS,3
CIP_medium,KS_0052,PELTODYTES SEXMACULATUS,4
CIP_medium,KS_0052,PHYSELLA,15
CIP_medium,KS_0052,POLYPEDILUM,2
CIP_medium,KS_0052,PROCLADIUS,7
CIP_medium,KS_0052,PROCLOEON,2
CIP_medium,KS_0052,RHAGOVELIA,6
CIP_medium,KS_0052,STENACRON INTERPUNCTATUM,38
CIP_medium,KS_0052,STENELMIS,18
CIP_medium,KS_0052,STENELMIS CRENATA,1
CIP_medium,KS_0052,STENELMIS DECORATA,6
CIP_medium,KS_0052,STENELMIS SEXLINEATA,1
CIP_medium,KS_0052,STENONEMA FEMORATUM,1
CIP_medium,KS_0052,THIENEMANNIMYIA GROUP,1
CIP_medium,KS_0052,TRICHOCORIXA,23
CIP_medium,KS_0052,TRICORYTHODES,2
CIP_medium,KS_0053,ABLABESMYIA,1
CIP_medium,KS_0053,ACERPENNA PYGMAEA,1
CIP_medium,KS_0053,BAETIS,18
CIP_medium,KS_0053,BRANCHIURA SOWERBYI,3
CIP_medium,KS_0053,CENTROPTILUM,2
CIP_medium,KS_0053,CHEUMATOPSYCHE,82
CIP_medium,KS_0053,CHIRONOMIDAE,1
CIP_medium,KS_0053,CINCINNATIA INTEGRA,6
CIP_medium,KS_0053,CORBICULA FLUMINEA,2
CIP_medium,KS_0053,CORYDALUS CORNUTUS,1
CIP_medium,KS_0053,DICROTENDIPES,2
CIP_medium,KS_0053,DUBIRAPHIA,1
CIP_medium,KS_0053,DUGESIA,4
CIP_medium,KS_0053,ERPOBDELLIDAE,3
CIP_medium,KS_0053,GOMPHUS MILITARIS,1
CIP_medium,KS_0053,HELICOPSYCHE,1
CIP_medium,KS_0053,HELICOPSYCHE BOREALIS,1
CIP_medium,KS_0053,HYDROPSYCHE,1
CIP_medium,KS_0053,HYDROPSYCHE SIMULANS,7
CIP_medium,KS_0053,HYDROPSYCHIDAE,2
CIP_medium,KS_0053,ISONYCHIA,6
CIP_medium,KS_0053,LIBELLULIDAE,1
CIP_medium,KS_0053,LYMNAEIDAE,1
CIP_medium,KS_0053,MACCAFFERTIUM EXIGUUM,1
CIP_medium,KS_0053,MACCAFFERTIUM TERMINATUM,1
CIP_medium,KS_0053,MACROMIA,1
CIP_medium,KS_0053,MACRONYCHUS GLABRATUS,14
CIP_medium,KS_0053,MUSCULIUM TRANSVERSUM,17
CIP_medium,KS_0053,NEOPORUS DIMIDIATUS,9
CIP_medium,KS_0053,OLIGOCHAETA,5
CIP_medium,KS_0053,ORCONECTES,2
CIP_medium,KS_0053,ORCONECTES NEGLECTUS,2
CIP_medium,KS_0053,ORCONECTES VIRILIS,2
CIP_medium,KS_0053,PALMACORIXA,4
CIP_medium,KS_0053,PELTODYTES LITORALIS,2
CIP_medium,KS_0053,PHYSELLA GYRINA,9
CIP_medium,KS_0053,PISIDIUM COMPRESSUM,1
CIP_medium,KS_0053,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,1
CIP_medium,KS_0053,POLYPEDILUM (URESIPEDILUM) CONVICTUM,2
CIP_medium,KS_0053,RHAGOVELIA,2
CIP_medium,KS_0053,STENACRON INTERPUNCTATUM,28
CIP_medium,KS_0053,STENELMIS,21
CIP_medium,KS_0053,STENELMIS DECORATA,6
CIP_medium,KS_0053,STENELMIS SEXLINEATA,1
CIP_medium,KS_0053,STENELMIS VITTIPENNIS,2
CIP_medium,KS_0053,THIENEMANNIMYIA GROUP,5
CIP_medium,KS_0053,TRIBELOS,1
CIP_medium,KS_0053,TRICHOCORIXA,1
CIP_medium,KS_0053,TRICORYTHODES,10
CIP_medium,KS_0053,XENOCHIRONOMUS,1
CIP_medium,KS_0054,ARGIA,2
CIP_medium,KS_0054,BAETIS,26
CIP_medium,KS_0054,BEROSUS,2
CIP_medium,KS_0054,CHEUMATOPSYCHE,58
CIP_medium,KS_0054,CHIRONOMIDAE,1
CIP_medium,KS_0054,COENAGRIONIDAE,1
CIP_medium,KS_0054,CORBICULA FLUMINEA,3
CIP_medium,KS_0054,CORYDALUS CORNUTUS,2
CIP_medium,KS_0054,DREISSENA POLYMORPHA,24
CIP_medium,KS_0054,DUBIRAPHIA,1
CIP_medium,KS_0054,DUGESIA,5
CIP_medium,KS_0054,ENOCHRUS,1
CIP_medium,KS_0054,FALLCEON QUILLERI,3
CIP_medium,KS_0054,GOMPHUS EXTERNUS,2
CIP_medium,KS_0054,HEPTAGENIIDAE,4
CIP_medium,KS_0054,HYALELLA AZTECA,4
CIP_medium,KS_0054,HYDROPSYCHE SIMULANS,11
CIP_medium,KS_0054,HYDROPSYCHIDAE,3
CIP_medium,KS_0054,ISONYCHIA,3
CIP_medium,KS_0054,MACCAFFERTIUM EXIGUUM,1
CIP_medium,KS_0054,MACCAFFERTIUM TERMINATUM,9
CIP_medium,KS_0054,MACRONYCHUS GLABRATUS,4
CIP_medium,KS_0054,MUSCULIUM TRANSVERSUM,1
CIP_medium,KS_0054,NAIDIDAE,2
CIP_medium,KS_0054,NECTOPSYCHE CANDIDA,2
CIP_medium,KS_0054,NEOPORUS DIMIDIATUS,3
CIP_medium,KS_0054,ORCONECTES VIRILIS,3
CIP_medium,KS_0054,RHEUMATOBATES,1
CIP_medium,KS_0054,STENACRON INTERPUNCTATUM,12
CIP_medium,KS_0054,STENELMIS,25
CIP_medium,KS_0054,STENELMIS BICARINATA,7
CIP_medium,KS_0054,STENELMIS VITTIPENNIS,3
CIP_medium,KS_0054,STENONEMA FEMORATUM,6
CIP_medium,KS_0054,TRIBELOS,1
CIP_medium,KS_0054,TRICORYTHODES,10
CIP_medium,KS_0055,ACERPENNA PYGMAEA,1
CIP_medium,KS_0055,BAETIS,16
CIP_medium,KS_0055,BRANCHIURA SOWERBYI,1
CIP_medium,KS_0055,CHEUMATOPSYCHE,89
CIP_medium,KS_0055,CORBICULA FLUMINEA,3
CIP_medium,KS_0055,CORYDALUS CORNUTUS,2
CIP_medium,KS_0055,DINEUTUS,2
CIP_medium,KS_0055,DREISSENA POLYMORPHA,32
CIP_medium,KS_0055,ERPOBDELLA,1
CIP_medium,KS_0055,GLOSSIPHONIIDAE,1
CIP_medium,KS_0055,GOMPHUS EXTERNUS,1
CIP_medium,KS_0055,GYRINUS,1
CIP_medium,KS_0055,HEPTAGENIIDAE,1
CIP_medium,KS_0055,HYALELLA AZTECA,1
CIP_medium,KS_0055,HYDROPSYCHE SIMULANS,4
CIP_medium,KS_0055,HYDROPSYCHIDAE,5
CIP_medium,KS_0055,ISONYCHIA,18
CIP_medium,KS_0055,LEUCROCUTA MACULIPENNIS,6
CIP_medium,KS_0055,MACCAFFERTIUM,2
CIP_medium,KS_0055,MACCAFFERTIUM EXIGUUM,1
CIP_medium,KS_0055,MACCAFFERTIUM TERMINATUM,1
CIP_medium,KS_0055,MACRONYCHUS GLABRATUS,1
CIP_medium,KS_0055,NEOPORUS DIMIDIATUS,2
CIP_medium,KS_0055,ORCONECTES,2
CIP_medium,KS_0055,ORCONECTES IMMUNIS,1
CIP_medium,KS_0055,ORCONECTES NEGLECTUS,1
CIP_medium,KS_0055,ORCONECTES VIRILIS,1
CIP_medium,KS_0055,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,11
CIP_medium,KS_0055,SCIRTIDAE,1
CIP_medium,KS_0055,SIMULIUM,33
CIP_medium,KS_0055,STENACRON INTERPUNCTATUM,5
CIP_medium,KS_0055,STENELMIS,7
CIP_medium,KS_0055,STENOCHIRONOMUS,2
CIP_medium,KS_0055,STENONEMA FEMORATUM,2
CIP_medium,KS_0055,THIENEMANNIMYIA GROUP,2
CIP_medium,KS_0055,TRICORYTHODES,3
CIP_medium,KS_0056,ABLABESMYIA,1
CIP_medium,KS_0056,ARGIA,1
CIP_medium,KS_0056,BAETIS,4
CIP_medium,KS_0056,BRANCHIURA SOWERBYI,2
CIP_medium,KS_0056,CAENIS,1
CIP_medium,KS_0056,CHEUMATOPSYCHE,78
CIP_medium,KS_0056,CORBICULA FLUMINEA,1
CIP_medium,KS_0056,DINEUTUS,4
CIP_medium,KS_0056,DREISSENA POLYMORPHA,4
CIP_medium,KS_0056,GOMPHUS EXTERNUS,1
CIP_medium,KS_0056,HEXATOMA,1
CIP_medium,KS_0056,HYALELLA AZTECA,2
CIP_medium,KS_0056,HYDROPSYCHE SIMULANS,18
CIP_medium,KS_0056,HYDROPSYCHIDAE,7
CIP_medium,KS_0056,ISONYCHIA,1
CIP_medium,KS_0056,LEUCROCUTA MACULIPENNIS,10
CIP_medium,KS_0056,MACCAFFERTIUM TERMINATUM,4
CIP_medium,KS_0056,MACRONYCHUS GLABRATUS,4
CIP_medium,KS_0056,METROBATES,2
CIP_medium,KS_0056,NAIDIDAE,1
CIP_medium,KS_0056,NASIAESCHNA PENTACANTHA,1
CIP_medium,KS_0056,NECTOPSYCHE CANDIDA,4
CIP_medium,KS_0056,NEURECLIPSIS CREPUSCULARIS,1
CIP_medium,KS_0056,ORCONECTES NEGLECTUS,2
CIP_medium,KS_0056,ORCONECTES VIRILIS,1
CIP_medium,KS_0056,POLYPEDILUM (POLYPEDILUM) FALLAX GR.,2
CIP_medium,KS_0056,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,3
CIP_medium,KS_0056,POLYPEDILUM (URESIPEDILUM) CONVICTUM,2
CIP_medium,KS_0056,POTAMYIA FLAVA,1
CIP_medium,KS_0056,PROCLOEON,3
CIP_medium,KS_0056,SCIRTIDAE,1
CIP_medium,KS_0056,STENACRON INTERPUNCTATUM,23
CIP_medium,KS_0056,STENELMIS,7
CIP_medium,KS_0056,STENELMIS VITTIPENNIS,1
CIP_medium,KS_0056,STENOCHIRONOMUS,1
CIP_medium,KS_0056,STENONEMA FEMORATUM,4
CIP_medium,KS_0056,THIENEMANNIMYIA GROUP,2
CIP_medium,KS_0056,TRICORYTHODES,3
CIP_medium,KS_0057,ABLABESMYIA,1
CIP_medium,KS_0057,ARGIA,6
CIP_medium,KS_0057,BAETIS,39
CIP_medium,KS_0057,BEROSUS,1
CIP_medium,KS_0057,CAENIS,1
CIP_medium,KS_0057,CHEUMATOPSYCHE,16
CIP_medium,KS_0057,CHIRONOMIDAE,4
CIP_medium,KS_0057,CHIRONOMUS,1
CIP_medium,KS_0057,CLINOTANYPUS,1
CIP_medium,KS_0057,CORBICULA FLUMINEA,1
CIP_medium,KS_0057,CRICOTOPUS (CRICOTOPUS) BICINCTUS GR.,1
CIP_medium,KS_0057,CRYPTOCHIRONOMUS,3
CIP_medium,KS_0057,DICROTENDIPES NEOMODESTUS,2
CIP_medium,KS_0057,DINEUTUS,3
CIP_medium,KS_0057,DREISSENA POLYMORPHA,28
CIP_medium,KS_0057,DROMOGOMPHUS SPINOSUS,1
CIP_medium,KS_0057,GOMPHUS EXTERNUS,2
CIP_medium,KS_0057,HELICOPSYCHE,1
CIP_medium,KS_0057,HYDROPSYCHE SIMULANS,15
CIP_medium,KS_0057,HYDROPSYCHIDAE,2
CIP_medium,KS_0057,MACCAFFERTIUM EXIGUUM,1
CIP_medium,KS_0057,MACRONYCHUS GLABRATUS,2
CIP_medium,KS_0057,ORCONECTES VIRILIS,1
CIP_medium,KS_0057,PELTODYTES SEXMACULATUS,1
CIP_medium,KS_0057,PHYSELLA,3
CIP_medium,KS_0057,POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,21
CIP_medium,KS_0057,POLYPEDILUM (URESIPEDILUM) CONVICTUM,6
CIP_medium,KS_0057,PROBEZZIA,1
CIP_medium,KS_0057,PROCLADIUS,1
CIP_medium,KS_0057,STENACRON INTERPUNCTATUM,15
CIP_medium,KS_0057,STENELMIS,6
CIP_medium,KS_0057,STENELMIS VITTIPENNIS,1
CIP_medium,KS_0057,STENONEMA FEMORATUM,2
CIP_medium,KS_0057,THIENEMANNIMYIA GROUP,10
CIP_medium,KS_0057,TRICHOCORIXA,6
CIP_medium,KS_0066,ABLABESMYIA,12
CIP_medium,KS_0066,BAETIS,26
CIP_medium,KS_0066,BEROSUS,1
CIP_medium,KS_0066,CHEUMATOPSYCHE,25
CIP_medium,KS_0066,CHIRONOMIDAE,3
CIP_medium,KS_0066,CHIRONOMUS,34
CIP_medium,KS_0066,COPELATUS,1
CIP_medium,KS_0066,CORBICULA FLUMINEA,1
CIP_medium,KS_0066,CORIXIDAE,1
CIP_medium,KS_0066,CRICOTOPUS (CRICOTOPUS) TRIFASCIA GR.,1
CIP_medium,KS_0066,CRYPTOCHIRONOMUS,5
CIP_medium,KS_0066,DICROTENDIPES,22
CIP_medium,KS_0066,DUGESIA,18
CIP_medium,KS_0066,ENALLAGMA,1
CIP_medium,KS_0066,ENOCHRUS,1
CIP_medium,KS_0066,ERPOBDELLIDAE,13
CIP_medium,KS_0066,FALLCEON QUILLERI,6
CIP_medium,KS_0066,HYALELLA AZTECA,54
CIP_medium,KS_0066,HYDROPTILIDAE,2
CIP_medium,KS_0066,ISCHNURA,1
CIP_medium,KS_0066,MICROVELIA,1
CIP_medium,KS_0066,OLIGOCHAETA,3
CIP_medium,KS_0066,PELTODYTES EDENTULUS,1
CIP_medium,KS_0066,PHYSELLA,9
CIP_medium,KS_0066,POLYPEDILUM,48
CIP_medium,KS_0066,PROCLADIUS,5
CIP_medium,KS_0066,SIMULIUM,67
CIP_medium,KS_0066,STENELMIS,1
CIP_medium,KS_0066,TANYTARSUS,1
CIP_medium,KS_0066,THIENEMANNIMYIA GROUP,9
