SAMPLEID,LATITUDE,LONGITUDE,COLLDATE
KS_Samp_5489,39.84384918,-98.35766602,6/10/1996
KS_Samp_5490,39.84361267,-98.35694122,8/4/1997
KS_Samp_5492,38.21583333,-98.35111111,8/1/2002
KS_Samp_5493,38.21611111,-98.35111111,7/28/2003
KS_Samp_5494,37.957867,-98.350933,6/22/2001
KS_Samp_5495,37.95777778,-98.35083333,6/11/2003
KS_Samp_5496,37.64787,-98.34796,7/22/2010
KS_Samp_5497,37.795317,-98.341817,6/20/2001
KS_Samp_5498,38.20861053,-98.3236084,8/14/2000
KS_Samp_5499,37.63117218,-98.32147217,8/2/1999
KS_Samp_5500,37.63083333,-98.32083333,5/23/2002
KS_Samp_5501,37.63083333,-98.32055556,8/6/2002
KS_Samp_5502,38.11632,-98.310517,6/21/2001
KS_Samp_5503,37.40419006,-98.30516815,8/5/1999
KS_Samp_5506,39.49552155,-98.29733276,7/15/1997
KS_Samp_5507,38.3461113,-98.29305267,9/18/1995
KS_Samp_5508,37.64360809,-98.29138947,7/5/2000
KS_Samp_5510,37.64361111,-98.29138889,8/5/2002
KS_Samp_5511,39.08596802,-98.29134369,7/16/1997
KS_Samp_5512,37.64360046,-98.29109955,9/6/1994
KS_Samp_5513,37.64373,-98.28894,7/21/2010
KS_Samp_5514,37.6437,-98.28893,7/25/2007
KS_Samp_5515,37.64381,-98.28889,7/18/2012
KS_Samp_5516,37.64402,-98.288883,7/21/2015
KS_Samp_5517,37.64382,-98.28887,7/24/2014
KS_Samp_5518,37.6438,-98.28884,7/22/2009
KS_Samp_5519,37.64382,-98.28883,7/17/2013
KS_Samp_5520,37.64381,-98.28879,7/23/2008
KS_Samp_5521,37.64401,-98.28876,7/20/2016
KS_Samp_5522,37.64377,-98.2884,7/20/2011
KS_Samp_5523,37.64418,-98.28638,7/19/2016
KS_Samp_5524,37.64391,-98.28632,7/19/2011
KS_Samp_5525,37.64393,-98.2863,7/17/2017
KS_Samp_5527,37.64386,-98.28629,7/16/2013
KS_Samp_5528,37.64387,-98.28629,7/23/2014
KS_Samp_5529,37.64634,-98.28629,7/18/2016
KS_Samp_5530,37.64637,-98.28629,7/15/2013
KS_Samp_5531,37.64645,-98.28629,7/20/2009
KS_Samp_5532,37.64388,-98.28628,7/20/2010
KS_Samp_5533,37.64391,-98.28628,9/22/2007
KS_Samp_5534,37.64393,-98.28628,7/21/2009
KS_Samp_5535,37.64391,-98.28627,7/22/2008
KS_Samp_5536,37.64633,-98.28626,7/18/2011
KS_Samp_5537,37.64633,-98.28625,7/20/2015
KS_Samp_5538,37.64636,-98.28625,7/19/2010
KS_Samp_5539,37.64396,-98.28624,7/21/2015
KS_Samp_5540,37.646326,-98.286237,7/22/2014
KS_Samp_5541,37.64632,-98.28622,8/1/2007
KS_Samp_5542,37.64631,-98.28621,7/21/2008
KS_Samp_5543,37.64629,-98.28619,7/16/2012
KS_Samp_5544,37.65305556,-98.27138889,5/29/2002
KS_Samp_5545,37.65305556,-98.27111111,8/7/2002
KS_Samp_5546,39.02553,-98.26355,6/26/2012
KS_Samp_5547,37.14028168,-98.2583313,7/15/1999
KS_Samp_5548,37.64789,-98.25778,7/30/2007
KS_Samp_5549,37.6478,-98.25777,7/28/2009
KS_Samp_5550,37.64796,-98.25777,7/27/2016
KS_Samp_5551,37.64807,-98.25777,7/31/2014
KS_Samp_5552,37.64785,-98.25776,7/28/2010
KS_Samp_5553,37.64788,-98.25775,7/30/2008
KS_Samp_5554,37.64793,-98.25775,7/29/2015
KS_Samp_5555,37.64787,-98.25766,7/24/2013
KS_Samp_5556,37.64789,-98.25763,7/25/2012
KS_Samp_5557,37.64779,-98.25739,7/27/2011
KS_Samp_5558,37.64577,-98.25715,7/24/2012
KS_Samp_5559,37.64579,-98.2571,7/23/2013
KS_Samp_5560,37.64592,-98.25697,7/28/2015
KS_Samp_5561,37.64579,-98.25691,7/27/2010
KS_Samp_5562,37.64587,-98.25691,7/24/2017
KS_Samp_5563,37.64581,-98.2569,7/27/2009
KS_Samp_5564,37.64579,-98.25688,7/29/2008
KS_Samp_5565,37.64589,-98.25688,7/26/2016
KS_Samp_5566,37.64579,-98.25687,7/26/2011
KS_Samp_5567,37.64582,-98.25683,7/30/2014
KS_Samp_5568,37.64572,-98.25681,9/8/2007
KS_Samp_5579,37.8524971,-98.25042725,7/2/1996
KS_Samp_5580,39.89944077,-98.24829865,8/9/1999
KS_Samp_5581,37.64638,-98.24527,7/3/2007
KS_Samp_5582,37.78139114,-98.2416687,6/29/1999
KS_Samp_5583,38.1733284,-98.23999786,6/30/1999
KS_Samp_5584,37.78222222,-98.23916667,5/28/2003
KS_Samp_5585,37.02777863,-98.21472168,7/13/2000
KS_Samp_5586,37.02750015,-98.21379852,6/1/1994
KS_Samp_5587,37.0019455,-98.21166992,7/13/2000
KS_Samp_5589,37.001867,-98.2114,7/10/2001
KS_Samp_5590,39.03455,-98.209,6/25/2012
KS_Samp_5591,37.0336113,-98.20722198,8/2/2001
KS_Samp_5592,37.03387833,-98.20722198,8/22/1995
KS_Samp_5593,38.72161865,-98.20707703,6/30/1999
KS_Samp_5594,37.44295,-98.197017,8/1/2001
KS_Samp_5595,37.44284058,-98.19664001,8/12/1997
KS_Samp_5596,37.82263184,-98.19595337,7/20/1999
KS_Samp_5597,37.84273148,-98.19487762,7/22/1999
KS_Samp_5598,38.30722046,-98.1922226,7/10/2000
KS_Samp_5599,38.30722046,-98.19165802,6/14/1999
KS_Samp_5600,37.90879822,-98.18160248,8/11/1994
KS_Samp_5601,37.908883,-98.1814,6/29/2001
KS_Samp_5603,37.90888889,-98.18138889,8/19/2002
KS_Samp_5604,37.90888977,-98.18138885,8/4/2000
KS_Samp_5605,38.66335678,-98.17368317,7/22/1996
KS_Samp_5606,38.66319,-98.17361,7/1/2013
KS_Samp_5607,39.02861111,-98.15166667,6/25/2003
KS_Samp_5608,39.0287,-98.15134,6/19/2013
KS_Samp_5609,38.286567,-98.140433,8/9/2001
KS_Samp_5610,38.71402,-98.13411,6/7/2012
KS_Samp_5613,37.7125,-98.11916667,5/29/2003
KS_Samp_5614,38.93193817,-98.11582947,6/22/2000
KS_Samp_5615,38.93159866,-98.11579895,6/22/1994
KS_Samp_5616,38.14611053,-98.11194611,7/11/2000
KS_Samp_5617,38.030617,-98.109367,6/11/2001
KS_Samp_5618,37.16749954,-98.09111023,7/29/1999
KS_Samp_5619,38.73404,-98.08894,7/3/2013
KS_Samp_5620,39.99186325,-98.07279968,8/12/1997
KS_Samp_5621,39.99027634,-98.07194519,8/20/1998
KS_Samp_5622,38.68171,-98.06752,6/6/2012
KS_Samp_5623,38.59641,-98.03132,8/3/2017
KS_Samp_5624,38.59639,-98.03129,7/19/2012
KS_Samp_5625,38.59642,-98.03126,6/24/2013
KS_Samp_5626,37.443,-98.0298,7/31/2001
KS_Samp_5627,37.7016716,-98.02832794,6/28/1999
KS_Samp_5628,39.03777778,-98.02138889,6/23/2003
KS_Samp_5629,37.86123657,-98.01609039,7/28/1999
KS_Samp_5630,37.86138889,-98.01527778,6/3/2002
KS_Samp_5633,37.90277863,-98.01472473,7/21/1999
KS_Samp_5634,37.89638901,-98.01000214,7/28/1999
KS_Samp_5635,37.89611111,-98.01,5/29/2003
KS_Samp_5636,38.11222076,-97.9980545,8/3/2000
KS_Samp_5637,38.112083,-97.997867,8/8/2001
KS_Samp_5638,38.11188889,-97.99761963,8/23/1999
KS_Samp_5639,37.69569,-97.99483,7/13/2006
KS_Samp_5640,37.69572,-97.99483,10/21/2005
KS_Samp_5641,37.69572,-97.99481,7/11/2007
KS_Samp_5642,37.6957,-97.9948,7/13/2009
KS_Samp_5643,37.69572,-97.9948,7/14/2008
KS_Samp_5644,39.00864,-97.98335,7/2/2013
KS_Samp_5646,38.53502,-97.95758,6/4/2012
KS_Samp_5647,38.3319397,-97.95749664,6/22/1999
KS_Samp_5648,38.51520157,-97.95610809,9/19/1995
KS_Samp_5649,37.59249878,-97.94916534,8/10/2000
KS_Samp_5650,37.5922417,-97.94905,7/30/2001
KS_Samp_5651,39.99416733,-97.93527985,6/14/2000
KS_Samp_5652,37.58694077,-97.93305969,8/1/2001
KS_Samp_5653,37.58694077,-97.93305206,7/31/1995
KS_Samp_5654,39.36888885,-97.92722321,6/19/2000
KS_Samp_5655,38.45068,-97.9187,5/22/2013
KS_Samp_5656,37.82888889,-97.90638889,8/8/2002
KS_Samp_5657,37.82888889,-97.90611111,5/30/2002
KS_Samp_5658,39.66111111,-97.90305556,7/2/2002
KS_Samp_5659,37.63481,-97.90271,7/11/2006
KS_Samp_5660,37.63475,-97.90248,7/8/2009
KS_Samp_5661,37.63478,-97.90247,7/11/2007
KS_Samp_5662,37.63474,-97.90244,7/9/2008
KS_Samp_5663,37.63461,-97.90226,7/13/2005
KS_Samp_5664,38.24388885,-97.90139008,6/23/1999
KS_Samp_5665,37.0886116,-97.89722443,7/12/2000
KS_Samp_5666,39.91506577,-97.8924942,7/25/1996
KS_Samp_5668,37.60838,-97.88319,7/12/2006
KS_Samp_5669,37.60833,-97.88313,7/9/2009
KS_Samp_5670,37.60881,-97.88313,7/10/2008
KS_Samp_5671,37.60836,-97.88309,7/14/2005
KS_Samp_5672,37.60838,-97.88309,7/23/2007
KS_Samp_5673,39.00136185,-97.87892914,7/27/1999
KS_Samp_5674,39.62395859,-97.87843323,6/2/1997
KS_Samp_5675,38.89273,-97.87025,8/2/2017
KS_Samp_5676,38.89281,-97.87021,7/18/2013
KS_Samp_5677,37.5911,-97.86427,7/9/2007
KS_Samp_5678,37.59109,-97.86426,7/8/2008
KS_Samp_5679,37.59116,-97.86426,7/12/2005
KS_Samp_5680,37.59111,-97.86425,7/7/2009
KS_Samp_5681,37.59111,-97.86424,7/10/2006
KS_Samp_5682,37.59111023,-97.86416626,5/28/1996
KS_Samp_5683,37.56052017,-97.8520813,8/5/1999
KS_Samp_5686,37.56027778,-97.85194444,9/20/2002
KS_Samp_5687,37.33750153,-97.85128021,8/4/1999
KS_Samp_5688,38.55426,-97.84641,7/3/2012
KS_Samp_5689,39.53887939,-97.84443665,9/6/1995
KS_Samp_5690,39.53916931,-97.84443665,6/27/2001
KS_Samp_5691,37.98027802,-97.84278107,8/15/2000
KS_Samp_5692,39.13904953,-97.83853149,7/26/1999
KS_Samp_5693,37.57674,-97.83649,7/11/2005
KS_Samp_5694,37.57679,-97.83641,7/24/2007
KS_Samp_5695,37.57683,-97.8364,7/6/2009
KS_Samp_5696,37.57673,-97.83639,7/7/2008
KS_Samp_5697,37.57669,-97.83634,7/6/2006
KS_Samp_5698,37.25668716,-97.81943512,6/18/1996
KS_Samp_5699,37.7187,-97.79531,8/2/2007
KS_Samp_5700,37.70343,-97.79259,7/26/2007
KS_Samp_5701,38.77379,-97.7799,6/27/2013
KS_Samp_5703,37.94666672,-97.77361298,8/29/2000
KS_Samp_5704,37.60123062,-97.77311707,8/11/1999
KS_Samp_5705,37.60055556,-97.77083333,6/24/2002
KS_Samp_5706,39.59776688,-97.76305389,6/26/1996
KS_Samp_5707,38.8644,-97.76059,7/8/2013
KS_Samp_5713,38.526,-97.74944,7/2/2012
KS_Samp_5714,38.52512,-97.74943,6/25/2013
KS_Samp_5715,38.52602,-97.74942,7/31/2017
KS_Samp_5716,39.5933342,-97.74250031,9/7/1995
KS_Samp_5717,37.4394,-97.74218,6/21/2007
KS_Samp_5718,38.10469055,-97.73972321,6/13/1996
KS_Samp_5719,37.62443924,-97.73805237,8/1/1995
KS_Samp_5720,37.62443924,-97.73777771,7/31/2001
KS_Samp_5722,37.62305556,-97.7375,9/17/2002
KS_Samp_5723,39.5541687,-97.71611023,6/26/2001
KS_Samp_5724,37.82442,-97.70621,7/3/2008
KS_Samp_5725,38.09472275,-97.69805908,6/12/2000
KS_Samp_5726,39.08086395,-97.69734955,7/17/1997
KS_Samp_5727,37.92202,-97.69516,7/24/2008
KS_Samp_5729,37.56194444,-97.69222222,9/22/2003
KS_Samp_5730,37.56027778,-97.69166667,6/10/2002
KS_Samp_5731,37.56027603,-97.69139099,8/9/2000
KS_Samp_5732,37.56027778,-97.69138889,8/21/2002
KS_Samp_5733,38.56588,-97.67289,6/26/2013
KS_Samp_5734,38.56605,-97.67255,8/1/2017
KS_Samp_5735,37.00873947,-97.66911316,8/16/1999
KS_Samp_5736,37.00873566,-97.66910553,6/19/1996
KS_Samp_5737,37.0087,-97.668983,7/19/2001
KS_Samp_5738,37.00860977,-97.66889191,7/11/2000
KS_Samp_5739,39.58944321,-97.65638733,7/27/2000
KS_Samp_5740,38.29972076,-97.65444183,6/20/2000
KS_Samp_5741,38.299667,-97.654433,7/16/2001
KS_Samp_5742,37.20565033,-97.63271332,8/17/2000
KS_Samp_5743,39.67082977,-97.62332916,6/19/2000
KS_Samp_5744,39.67079926,-97.6230011,9/8/1994
KS_Samp_5745,37.18000031,-97.6166687,9/11/2000
KS_Samp_5746,38.28997,-97.61007,7/30/2009
KS_Samp_5747,37.877283,-97.610033,8/7/2001
KS_Samp_5748,38.28984,-97.61,7/25/2006
KS_Samp_5749,37.12937164,-97.60366058,8/4/1999
KS_Samp_5750,39.16860962,-97.60028076,9/6/2000
KS_Samp_5751,39.16859818,-97.60019684,6/27/1994
KS_Samp_5752,37.0128,-97.598367,7/18/2001
KS_Samp_5753,38.29029,-97.59421,7/25/2006
KS_Samp_5754,38.29056,-97.59384,7/29/2009
KS_Samp_5755,38.11249924,-97.59194183,8/28/2000
KS_Samp_5756,38.83722222,-97.58472222,6/26/2003
KS_Samp_5757,38.83711,-97.5832,7/9/2013
KS_Samp_5758,39.58347321,-97.57450104,7/8/1996
KS_Samp_5759,39.58346558,-97.57447052,6/29/1998
KS_Samp_5760,39.58333206,-97.57416534,7/24/1997
KS_Samp_5761,38.71407,-97.57293,8/6/2012
KS_Samp_5762,38.70027924,-97.56999969,7/30/2001
KS_Samp_5763,38.70082855,-97.56971741,8/7/1995
KS_Samp_5764,37.351633,-97.561833,7/12/2001
KS_Samp_5765,37.86637,-97.56109,7/31/2008
KS_Samp_5766,38.06939,-97.55308,7/27/2006
KS_Samp_5767,38.87841,-97.54282,7/10/2013
KS_Samp_5768,38.02638626,-97.54194641,8/7/2000
KS_Samp_5769,36.99944305,-97.54138947,7/10/2000
KS_Samp_5772,37.50379944,-97.53720093,8/8/1994
KS_Samp_5773,37.50278091,-97.53639221,7/6/2000
KS_Samp_5774,38.33499908,-97.53028107,6/19/2000
KS_Samp_5775,37.758117,-97.525617,6/26/2001
KS_Samp_5776,38.00806046,-97.5047226,7/14/1999
KS_Samp_5777,39.51916122,-97.50110626,6/26/1995
KS_Samp_5778,37.47861111,-97.49388889,6/10/2003
KS_Samp_5781,37.47861111,-97.49361111,8/22/2002
KS_Samp_5782,37.478833,-97.492383,8/16/2001
KS_Samp_5783,37.03178024,-97.48307037,8/17/1999
KS_Samp_5784,38.97083282,-97.47805786,6/20/2000
KS_Samp_5785,38.08817,-97.47276,7/26/2006
KS_Samp_5786,36.99998856,-97.4651413,6/20/1996
KS_Samp_5787,38.48335,-97.46498,6/22/2017
KS_Samp_5788,37.94832993,-97.44471741,6/29/2000
KS_Samp_5789,37.95000076,-97.44439697,7/5/1994
KS_Samp_5791,38.23293,-97.44131,7/24/2006
KS_Samp_5792,38.2491684,-97.43417358,7/12/1999
KS_Samp_5793,38.65306,-97.42995,6/20/2017
KS_Samp_5794,38.46777,-97.42907,6/21/2017
KS_Samp_5795,38.74277878,-97.42861176,9/5/2000
KS_Samp_5796,38.74269867,-97.42769623,6/28/1994
KS_Samp_5797,37.45777893,-97.42500305,9/1/1999
KS_Samp_5798,38.04364,-97.42368,6/7/2010
KS_Samp_5799,38.04363,-97.423358,6/8/2009
KS_Samp_5800,37.71793,-97.42107,9/3/2008
KS_Samp_5801,38.1245,-97.42,9/8/2010
KS_Samp_5802,38.12455,-97.41995,6/10/2009
KS_Samp_5803,38.117383,-97.41915,6/28/2001
KS_Samp_5804,38.11734,-97.41914,6/9/2009
KS_Samp_5805,38.11736,-97.41911,6/8/2010
KS_Samp_5806,38.66746,-97.41571,5/23/2013
KS_Samp_5807,38.66733,-97.41563,6/19/2017
KS_Samp_5808,37.9402771,-97.41527557,6/22/2000
KS_Samp_5809,37.25793076,-97.41317749,8/18/1999
KS_Samp_5810,37.60139084,-97.40943909,8/10/1999
KS_Samp_5811,37.60194397,-97.40888977,8/8/2000
KS_Samp_5812,37.601717,-97.408883,8/13/2001
KS_Samp_5813,37.67828,-97.40685,6/28/2007
KS_Samp_5814,38.15486,-97.40616,6/10/2009
KS_Samp_5815,38.15495,-97.40615,9/9/2010
KS_Samp_5816,37.85222244,-97.40277863,8/16/2000
KS_Samp_5817,37.852183,-97.402633,8/6/2001
KS_Samp_5818,37.25,-97.40194702,7/31/2000
KS_Samp_5819,39.29245,-97.39745,7/25/2013
KS_Samp_5820,37.60679,-97.39458,6/27/2007
KS_Samp_5821,37.000367,-97.37845,7/11/2001
KS_Samp_5822,38.040267,-97.360167,6/27/2001
KS_Samp_5823,38.04027939,-97.36000061,6/16/1999
KS_Samp_5824,38.04000092,-97.35972595,6/21/2000
KS_Samp_5825,38.02999878,-97.35916901,6/28/2000
KS_Samp_5826,38.02999878,-97.3588028,7/6/1994
KS_Samp_5827,37.66999817,-97.34416962,9/12/2000
KS_Samp_5828,38.61389,-97.34402,5/27/2009
KS_Samp_5829,38.60279,-97.34035,5/29/2009
KS_Samp_5830,37.38721848,-97.33556366,8/29/2001
KS_Samp_5831,37.38721848,-97.33499908,8/10/1995
KS_Samp_5832,39.24094,-97.33255,8/15/2013
KS_Samp_5834,37.3874,-97.331983,8/14/2001
KS_Samp_5835,37.38750076,-97.33194733,8/7/2000
KS_Samp_5838,38.63403,-97.30527,5/26/2009
KS_Samp_5839,38.61913,-97.29388,7/12/2012
KS_Samp_5840,37.573154,-97.293184,8/13/2019
KS_Samp_5841,38.7827,-97.29236,7/10/2012
KS_Samp_5842,37.4689,-97.29155,8/15/2001
KS_Samp_5843,38.73916,-97.2899,7/9/2012
KS_Samp_5844,37.55294,-97.28866,6/25/2007
KS_Samp_5845,39.0512,-97.28085,7/11/2012
KS_Samp_5846,37.513967,-97.28065,9/7/2001
KS_Samp_5847,38.62149,-97.27734,5/28/2009
KS_Samp_5848,38.51610947,-97.27667236,6/7/2001
KS_Samp_5849,38.51610947,-97.27638245,7/5/1995
KS_Samp_5850,39.49147034,-97.27613831,6/25/1996
KS_Samp_5851,39.58166122,-97.26444244,6/27/1995
KS_Samp_5852,39.5819397,-97.26444244,6/25/2001
KS_Samp_5854,37.434276,-97.219142,7/25/2019
KS_Samp_5855,39.34972,-97.2014389,8/5/1996
KS_Samp_5856,37.173033,-97.197333,7/17/2001
KS_Samp_5857,37.17305374,-97.19721985,8/2/2000
KS_Samp_5858,37.419835,-97.19711,7/11/2019
KS_Samp_5859,37.414162,-97.195842,7/10/2019
KS_Samp_5860,37.11261,-97.19202,6/18/2007
KS_Samp_5862,38.64250183,-97.18138885,6/26/2000
KS_Samp_5863,38.64221954,-97.18138123,9/8/1995
KS_Samp_5864,38.64794159,-97.18110657,6/30/1995
KS_Samp_5865,38.64220047,-97.18080139,6/29/1994
KS_Samp_5866,38.82957,-97.17954,6/8/2017
KS_Samp_5867,37.362198,-97.177193,7/24/2019
KS_Samp_5868,39.59616089,-97.1668396,6/3/1996
KS_Samp_5869,37.3144455,-97.15833282,9/13/2000
KS_Samp_5870,37.314,-97.15778,8/15/2006
KS_Samp_5871,37.11981,-97.15682,7/2/2008
KS_Samp_5872,37.12776,-97.15311,6/30/2008
KS_Samp_5873,38.68102,-97.15295,6/5/2017
KS_Samp_5874,37.11925,-97.14983,6/19/2007
KS_Samp_5875,37.2183,-97.147293,8/7/2019
KS_Samp_5876,37.3175,-97.14497,8/8/2019
KS_Samp_5877,39.37957382,-97.13561249,7/16/1998
KS_Samp_5878,39.94,-97.12472222,7/3/2002
KS_Samp_5879,39.35527039,-97.12388611,8/11/1999
KS_Samp_5880,37.186323,-97.112562,7/18/2019
KS_Samp_5881,37.09554,-97.11156,8/14/2006
KS_Samp_5882,37.181026,-97.103738,7/17/2019
KS_Samp_5883,37.11106,-97.10325,7/1/2008
KS_Samp_5884,37.11105,-97.10323,6/20/2007
KS_Samp_5885,37.11089,-97.10189,7/1/2008
KS_Samp_5889,37.44932938,-97.07990265,7/10/1996
KS_Samp_5890,37.55873871,-97.07912445,5/30/1996
KS_Samp_5891,37.449941,-97.078628,7/22/2019
KS_Samp_5892,37.050804,-97.067525,8/6/2019
KS_Samp_5893,37.384391,-97.064739,7/23/2019
KS_Samp_5894,38.91938,-97.06465,8/8/2011
KS_Samp_5895,38.023686,-97.059379,8/1/2019
KS_Samp_5896,38.02375031,-97.05936432,5/29/1996
KS_Samp_5898,39.01639175,-97.05832672,6/28/2001
KS_Samp_5904,39.03305054,-97.03861237,8/12/1999
KS_Samp_5906,39.81472015,-97.03527832,6/26/2000
KS_Samp_5909,39.16986847,-97.02670288,7/22/1998
KS_Samp_5910,39.16977692,-97.02667999,7/31/1997
KS_Samp_5912,37.79583359,-97.01305389,8/8/2000
KS_Samp_5922,39.90866089,-96.97993469,7/24/1996
KS_Samp_5923,37.04914,-96.97635,6/4/2009
KS_Samp_5934,37.000567,-96.92405,8/30/2001
KS_Samp_5943,39.95910645,-96.86576843,6/10/1997
KS_Samp_5951,39.77737045,-96.85813904,8/10/1999
KS_Samp_5954,39.94649124,-96.84091949,8/11/1997
KS_Samp_5959,39.94354248,-96.83238983,7/8/1997
KS_Samp_5993,39.96027756,-96.77055359,7/30/1997
KS_Samp_5995,39.94885254,-96.76981354,6/4/1997
KS_Samp_6005,39.9433136,-96.74948883,7/11/1997
KS_Samp_6006,39.9430542,-96.74944305,8/3/1998
KS_Samp_6007,39.94317245,-96.74919891,8/22/1996
KS_Samp_6018,39.94416809,-96.72416687,7/15/1997
KS_Samp_6024,39.92083359,-96.71444702,6/30/1997
KS_Samp_6031,39.89982605,-96.69718933,7/11/1997
KS_Samp_6039,39.89538193,-96.66631317,8/12/1998
KS_Samp_6040,39.89529037,-96.6654892,8/13/1997
KS_Samp_6069,39.98768234,-96.5561676,7/2/1998
KS_Samp_6117,39.71611023,-96.46277618,8/7/1998
KS_Samp_6125,39.82583237,-96.45166779,9/26/1995
KS_Samp_6136,39.68333435,-96.4402771,7/24/2000
KS_Samp_6146,39.66249847,-96.43222046,8/25/1998
KS_Samp_6152,39.73549271,-96.41265106,7/29/1998
KS_Samp_6171,39.66805649,-96.36305237,8/24/1998
KS_Samp_6219,39.72476578,-96.32894897,8/5/1997
KS_Samp_6220,39.72519302,-96.32891846,7/23/1996
KS_Samp_6222,39.72472382,-96.32805634,8/17/1998
KS_Samp_6244,39.71944427,-96.3041687,7/31/1996
KS_Samp_6253,39.76858902,-96.28282928,6/26/1997
KS_Samp_6254,39.76861954,-96.28279114,5/28/1996
KS_Samp_6255,39.76972198,-96.28194427,8/18/1998
KS_Samp_6261,39.71424103,-96.2681427,6/24/1996
KS_Samp_6262,39.71416473,-96.26792145,7/22/1997
KS_Samp_6263,39.7142334,-96.2678833,7/28/1998
KS_Samp_6282,39.78686142,-96.24051666,6/9/1998
KS_Samp_6283,39.78687286,-96.24049377,7/16/1996
KS_Samp_6284,39.80478668,-96.22893524,7/23/1997
KS_Samp_6285,39.80490112,-96.22888184,6/12/1996
KS_Samp_6286,39.80472183,-96.22833252,8/18/1998
KS_Samp_6287,39.99978,-96.22704,6/6/2011
KS_Samp_6288,39.97718,-96.22464,6/2/2008
KS_Samp_6289,39.97692,-96.22451,5/31/2006
KS_Samp_6290,39.97695,-96.22451,6/4/2007
KS_Samp_6294,39.96888889,-96.22138889,7/1/2003
KS_Samp_6295,39.96194444,-96.21944444,7/1/2003
KS_Samp_6300,39.58149,-96.21347,7/12/2010
KS_Samp_6305,39.55651,-96.20961,7/13/2010
KS_Samp_6306,39.80476379,-96.20939636,7/9/1997
KS_Samp_6307,39.80477905,-96.20939636,6/4/1996
KS_Samp_6311,39.8013916,-96.20276642,7/17/1996
KS_Samp_6312,39.80136871,-96.20263672,7/2/1997
KS_Samp_6313,39.92778,-96.20251,6/7/2011
KS_Samp_6328,39.94769,-96.18255,6/6/2007
KS_Samp_6329,39.94777778,-96.18222222,7/2/2003
KS_Samp_6332,39.94742,-96.18097,6/4/2008
KS_Samp_6340,39.97444444,-96.16305556,7/3/2003
KS_Samp_6341,39.97478,-96.16257,6/5/2007
KS_Samp_6342,39.975,-96.16253,6/3/2008
KS_Samp_6346,39.98609924,-96.14189911,8/23/1994
KS_Samp_6350,39.94099,-96.12034,6/8/2011
KS_Samp_6352,38.77192,-96.11771,8/16/2007
KS_Samp_6358,39.94777679,-96.10694122,6/28/2000
KS_Samp_6363,39.95931,-96.07979,6/8/2011
KS_Samp_6368,39.88069,-96.0703,6/5/2008
KS_Samp_6370,38.27695847,-96.06581879,7/16/1997
KS_Samp_6371,38.69388962,-96.06427765,7/16/1996
KS_Samp_6372,38.41942978,-96.05966187,7/18/1995
KS_Samp_6373,38.83116,-96.05859,7/1/2008
KS_Samp_6374,38.42559814,-96.05454254,5/22/1997
KS_Samp_6375,38.42499924,-96.05400085,5/21/1996
KS_Samp_6376,39.78387,-96.04999,6/7/2007
KS_Samp_6378,39.89946,-96.04247,6/11/2007
KS_Samp_6379,39.89817,-96.04151,6/9/2008
KS_Samp_6380,39.55542,-96.04134,8/12/2010
KS_Samp_6384,39.91243,-96.03252,6/12/2007
KS_Samp_6385,39.9268,-96.031,6/10/2008
KS_Samp_6386,38.81905,-96.02716,7/2/2008
KS_Samp_6388,39.75527778,-96.01888889,6/30/2003
KS_Samp_6389,38.57854,-96.01882,8/15/2006
KS_Samp_6396,38.76737,-95.98589,6/30/2008
KS_Samp_6397,38.53527832,-95.98139191,9/25/1995
KS_Samp_6399,38.56818,-95.97449,8/14/2006
KS_Samp_6401,38.3244444,-95.96333333,7/28/2003
KS_Samp_6402,39.5644455,-95.96305847,7/20/2000
KS_Samp_6403,37.07052,-95.95721,6/22/2009
KS_Samp_6404,38.31710052,-95.95707703,7/30/1996
KS_Samp_6405,37.02464,-95.95617,7/6/2011
KS_Samp_6406,37.02449,-95.95608,8/10/2010
KS_Samp_6409,39.46194458,-95.95111084,7/3/2000
KS_Samp_6410,38.54916763,-95.94916534,7/17/1996
KS_Samp_6411,39.08611111,-95.94194444,6/18/2003
KS_Samp_6412,39.9701,-95.94189,6/1/2006
KS_Samp_6415,37.73753,-95.92961,8/9/2011
KS_Samp_6416,37.2737999,-95.92144775,8/13/1996
KS_Samp_6419,39.92143,-95.91411,6/2/2006
KS_Samp_6420,37.52592,-95.91216,8/6/2009
KS_Samp_6421,38.48037,-95.91193,6/20/2006
KS_Samp_6422,37.65471,-95.88588,7/1/2010
KS_Samp_6424,39.97485,-95.88515,6/11/2008
KS_Samp_6425,37.34227,-95.88081,6/8/2009
KS_Samp_6426,39.20083237,-95.87388611,7/21/2000
KS_Samp_6428,39.2452774,-95.8658371,7/20/1998
KS_Samp_6429,39.245327,-95.86551666,6/18/1997
KS_Samp_6430,37.4813,-95.85794,6/17/2009
KS_Samp_6431,38.8658905,-95.85496521,6/3/1998
KS_Samp_6432,38.86604691,-95.8548584,8/7/1996
KS_Samp_6433,38.89995575,-95.85474396,7/9/1996
KS_Samp_6434,38.86611176,-95.85459137,7/29/1997
KS_Samp_6437,38.06299973,-95.84690094,7/13/1994
KS_Samp_6440,37.5083313,-95.83249664,8/31/2000
KS_Samp_6441,37.50804,-95.83175,6/22/2011
KS_Samp_6442,37.66981,-95.83013,8/11/2011
KS_Samp_6443,37.50563,-95.82178,8/3/2009
KS_Samp_6444,38.70800018,-95.8035965,7/25/1994
