SAMPLEID,LATITUDE,LONGITUDE,COLLDATE
MN_20090328,43.87589,-92.8777,6/30/2009
MN_20090329,43.76571,-93.11868,7/15/2009
MN_20090330,43.75676,-92.8685,7/1/2009
MN_20090331,43.87893,-92.94429,6/30/2009
MN_20090332,43.66973,-93.28491,7/1/2009
MN_20090333,43.67325,-92.74815,6/30/2009
MN_20090335,43.74582,-92.86807,6/30/2009
MN_20090338,43.7472,-92.87526,7/13/2009
MN_20090339,43.76256,-92.89356,7/15/2009
MN_20090342,43.74315,-93.16757,8/10/2009
MN_20090345,43.61887124,-94.01745649,8/4/2009
MN_20090346,43.97165164,-93.80855783,8/4/2009
MN_20090347,44.01748536,-93.95801531,8/3/2009
MN_20090350,43.53514756,-93.7276955,8/6/2009
MN_20090352,43.63054608,-93.70328236,8/5/2009
MN_20090353,43.56498044,-93.88912527,8/4/2009
MN_20090354,45.17608305,-95.81419474,8/13/2009
MN_20090356,44.21719862,-94.24857622,8/19/2009
MN_20090357,44.73303652,-95.41861738,8/18/2009
MN_20090358,44.9394144,-95.74363434,8/18/2009
MN_20090359,44.71941509,-95.40139701,8/20/2009
MN_20091114,45.15003333,-94.65345,8/5/2009
MN_20091269,45.16013333,-94.67491667,6/17/2009
MN_20091270,45.15358333,-94.65385,6/17/2009
MN_20091271,45.16091667,-94.64568333,6/18/2009
MN_20091474,44.54724257,-95.12832452,9/21/2005
MN_20091475,44.37825235,-94.61709013,9/1/2009
MN_20100001,44.2645464,-93.06234925,6/8/2010
MN_20100007,44.52471239,-94.49457748,7/6/2010
MN_20100008,45.25611593,-95.31773411,7/7/2010
MN_20100017,44.23009779,-94.56227276,8/4/2010
MN_20100019,44.92409194,-94.77786173,8/5/2010
MN_20100021,43.95580194,-96.02782195,8/17/2010
MN_20100022,44.69980423,-95.93031443,8/18/2010
MN_20100031,45.0080331,-95.89142117,7/27/2010
MN_20100032,44.05969828,-94.1096853,9/7/2010
MN_20100033,44.00970223,-94.12718023,9/8/2010
MN_20100037,45.02267,-95.13704,7/19/2010
MN_20100039,44.96461,-95.1237,7/19/2010
MN_20100040,44.95104,-95.10653,7/19/2010
MN_20100041,44.97206,-95.14629,7/20/2010
MN_20100043,44.80559,-95.13939,7/20/2010
MN_20100044,44.62032,-95.56494,7/21/2010
MN_20100045,44.62201,-95.58586,7/21/2010
MN_20100046,44.6891,-95.63408,7/21/2010
MN_20100047,44.86042,-95.63324,7/22/2010
MN_20100048,44.83137,-95.76715,7/22/2010
MN_20100072,43.67137022,-94.45941971,8/16/2010
MN_20100073,44.01791,-93.51814,8/19/2010
MN_20100088,44.60555,-95.46323,6/10/2010
MN_20100090,44.70251,-95.22108,7/20/2010
MN_20100091,44.60057,-95.22268,7/20/2010
MN_20100096,44.17803576,-95.02194107,7/28/2010
MN_20100097,45.13557,-95.17664,8/9/2010
MN_20100098,44.93445,-95.80101,7/22/2010
MN_20100099,44.67987,-95.24007,8/11/2010
MN_20100101,45.05553,-95.30756,8/10/2010
MN_20100103,44.93383,-95.75598,8/10/2010
MN_20100104,44.68483,-95.95113,8/11/2010
MN_20100105,44.78786,-95.56566,8/12/2010
MN_20100106,44.78898,-95.57952,8/12/2010
MN_20100107,44.70023,-95.05464,7/21/2010
MN_20100108,44.63513,-95.18761,7/21/2010
MN_20100109,44.67768,-95.37101,7/21/2010
MN_20100110,44.88765,-95.38267,7/20/2010
MN_20100111,44.95048,-95.12486,7/20/2010
MN_20100112,44.9461,-95.30887,7/19/2010
MN_20100113,44.96095,-95.30901,7/19/2010
MN_20100116,44.66164,-95.5068,8/16/2010
MN_20100126,44.59664,-95.67018,6/7/2010
MN_20100127,44.59643,-95.76899,6/7/2010
MN_20100128,44.51737,-95.96877,6/8/2010
MN_20100133,44.64462,-95.03636,6/10/2010
MN_20100159,43.6561865,-93.48254732,7/13/2010
MN_20100160,43.60833575,-93.74063235,7/13/2010
MN_20100161,43.52066634,-93.89432576,7/14/2010
MN_20100167,44.23234877,-95.21727185,8/16/2010
MN_20100170,43.50587181,-96.36318662,8/17/2010
MN_20100173,45.14365333,-95.20530151,8/19/2010
MN_20100182,44.09304026,-94.10802217,8/26/2010
MN_20100183,43.66304367,-94.11967865,8/25/2010
MN_20100187,43.62536241,-94.10808449,8/24/2010
MN_20100204,43.946369,-94.16691487,8/17/2010
MN_20100205,43.76192407,-94.19913428,8/16/2010
MN_20100206,43.8783103,-94.18968172,8/18/2010
MN_20100229,44.46886465,-95.76641406,8/31/2010
MN_20100234,44.44330719,-95.40556937,8/31/2010
MN_20100238,44.9512,-95.83085,6/22/2010
MN_20100257,44.7024,-95.24275,6/24/2010
MN_20100268,44.67155,-95.24591,7/14/2010
MN_20100269,44.64171275,-95.26638265,7/15/2010
MN_20100270,44.80144,-95.11685,7/14/2010
MN_20100271,44.64293,-95.50676,7/12/2010
MN_20100272,44.83347,-95.15197,7/14/2010
MN_20100273,44.60683,-95.11979,7/15/2010
MN_20100275,44.84881,-95.03566,6/23/2010
MN_20100276,44.74581,-95.37913,6/24/2010
MN_20100277,44.78516,-95.33996,6/23/2010
MN_20100280,44.72376,-95.3413,6/21/2010
MN_20100281,44.80393,-94.8962,6/23/2010
MN_20100291,44.89,-95.49792,7/8/2010
MN_20100292,44.81177,-95.76764,7/7/2010
MN_20100295,44.90804,-95.66609,7/7/2010
MN_20100296,44.89145,-95.63417,7/7/2010
MN_20100297,44.86208,-95.25912,7/6/2010
MN_20100303,44.66681,-95.32085,7/13/2010
MN_20100304,44.61688,-95.19962,7/15/2010
MN_20100307,44.67296,-95.00097,7/26/2010
MN_20100308,44.76062,-95.02088,7/26/2010
MN_20100309,44.64565,-95.81191,8/3/2010
MN_20100310,44.86972373,-95.48305428,8/4/2010
MN_20100311,44.66801105,-95.7147266,8/5/2010
MN_20100312,44.70871,-95.68887,8/4/2010
MN_20100313,44.80572,-95.45367,7/28/2010
MN_20100315,44.64816,-96.07393,8/3/2010
MN_20100316,44.83999918,-95.23888346,7/27/2010
MN_20100318,44.96593,-95.3637,7/28/2010
MN_20100319,45.02988,-95.28622,7/29/2010
MN_20100320,45.03611,-95.20141,7/29/2010
MN_20100321,44.76475,-95.74855,7/28/2010
MN_20100322,44.76397,-95.54628,7/28/2010
MN_20100323,44.85946,-95.42881,7/27/2010
MN_20100324,44.8482,-95.56435,7/28/2010
MN_20100325,45.0479,-95.32667,7/28/2010
MN_20100326,44.69069,-95.03357,7/27/2010
MN_20100327,44.70321,-94.99773,7/26/2010
MN_20100328,44.71803455,-95.71141303,8/2/2010
MN_20100333,44.02256,-93.98908,8/24/2010
MN_20100335,44.72993,-95.01424,8/5/2010
MN_20100336,44.64573,-95.69157,8/5/2010
MN_20100339,44.64352,-96.01327,8/4/2010
MN_20100340,44.61916,-96.11198,8/4/2010
MN_20100342,43.94038,-95.21192,8/12/2010
MN_20100343,45.09140426,-95.14378343,8/2/2010
MN_20100344,43.94969777,-94.97944302,8/11/2010
MN_20100345,44.12469922,-95.26499906,8/10/2010
MN_20100346,44.40136753,-94.71276552,8/9/2010
MN_20100347,43.66915189,-94.128018,8/11/2010
MN_20100348,44.12247955,-95.10333419,8/12/2010
MN_20100350,44.80466,-95.46393,7/8/2010
MN_20100351,43.77282441,-93.7585162,8/11/2010
MN_20100353,44.12386833,-95.10027446,8/12/2010
MN_20100356,43.94482,-93.45943,8/23/2010
MN_20100358,44.89197,-95.18257,8/25/2010
MN_20100360,44.9064,-95.47647,8/25/2010
MN_20100361,44.71181,-95.32128,8/24/2010
MN_20100362,44.61013,-95.93346,8/25/2010
MN_20100363,44.70386,-95.40189,8/23/2010
MN_20100364,44.58649,-95.88071,8/23/2010
MN_20100366,44.55303725,-95.1238904,8/26/2010
MN_20100367,44.77886416,-95.44557323,9/14/2010
MN_20100373,44.60074,-96.05019,8/18/2010
MN_20100378,44.49886567,-95.53418264,8/31/2010
MN_20100380,45.05046,-95.20329,7/19/2010
MN_20100382,45.00832,-95.25339,8/18/2010
MN_20100385,44.0805389,-95.06083672,7/29/2010
MN_20100391,44.49275523,-95.35084965,8/31/2010
MN_20100392,44.507753,-95.22972111,8/30/2010
MN_20100400,43.96434,-93.54355,9/1/2010
MN_20100407,44.65153407,-96.10261806,8/23/2010
MN_20100412,44.97870011,-95.86896141,8/4/2010
MN_20100413,43.58581452,-93.84662069,8/18/2010
MN_20100414,44.90261,-95.46558,8/4/2010
MN_20100418,43.63276124,-94.01579337,9/21/2010
MN_20100419,44.23997976,-94.43275628,8/3/2010
MN_20100421,44.96304,-95.1769,8/11/2010
MN_20100422,44.60284,-95.95266,8/9/2010
MN_20100424,44.54439,-96.00454,8/10/2010
MN_20100426,44.62384,-95.99384,8/10/2010
MN_20100427,44.58525699,-95.04777713,8/12/2010
MN_20100428,44.77685,-95.73186,8/26/2010
MN_20100429,44.92706,-95.78798,8/24/2010
MN_20100430,44.81887,-95.69541,8/26/2010
MN_20100431,45.01051,-95.12518,8/25/2010
MN_20100434,44.1269212,-94.04774045,8/11/2010
MN_20100436,44.19719999,-94.01079807,8/10/2010
MN_20101502,43.99667,-93.90833,8/23/2005
MN_20110001,43.8945098,-93.22506091,6/13/2011
MN_20110002,43.89898,-93.19803,6/13/2011
MN_20110003,44.02252,-93.18499,6/14/2011
MN_20110004,44.03323,-93.24459,6/14/2011
MN_20110005,43.96953611,-93.24723515,6/14/2011
MN_20110006,44.61144,-93.05558,6/27/2011
MN_20110007,43.89389,-93.14827,7/27/2011
MN_20110008,43.58872,-95.73394,8/8/2011
MN_20110009,43.57194,-96.04567,8/8/2011
MN_20110010,43.50128,-96.45254,8/9/2011
MN_20110011,43.54713,-96.45224,8/9/2011
MN_20110012,43.54319,-96.34149,8/9/2011
MN_20110013,43.63164,-96.11285,8/9/2011
MN_20110014,43.79958,-96.11175,8/10/2011
MN_20110015,43.74566,-96.16319,8/10/2011
MN_20110018,43.81246,-95.95363,8/11/2011
MN_20110019,43.81872,-95.95382,8/11/2011
MN_20110020,43.63027,-95.25722,6/13/2011
MN_20110021,43.60587,-95.27323,6/13/2011
MN_20110022,43.6382,-95.3153,6/13/2011
MN_20110023,43.51192,-96.19177,6/14/2011
MN_20110024,44.61373,-93.05507,6/27/2011
MN_20110025,44.52857,-93.17137,6/13/2011
MN_20110031,44.02056,-93.28456,8/1/2011
MN_20110036,44.04394,-93.38527,8/2/2011
MN_20110041,44.17576,-93.2261,8/2/2011
MN_20110042,44.37525,-93.08718,8/4/2011
MN_20110045,43.92235,-93.28701,8/1/2011
MN_20110046,43.91976,-93.26134,8/1/2011
MN_20110047,44.20912932,-93.26132789,8/2/2011
MN_20110049,44.08821,-93.39101,8/2/2011
MN_20110050,44.12757,-93.37567,8/2/2011
MN_20110053,43.85808,-93.14671,8/1/2011
MN_20110055,43.57483,-95.0951,6/13/2011
MN_20110056,43.57223,-95.12546,6/13/2011
MN_20110057,43.63532,-95.61818,6/13/2011
MN_20110063,43.76074,-96.43176,6/14/2011
MN_20110064,43.71426,-96.17416,8/4/2011
MN_20110065,43.51568,-96.34093,8/4/2011
MN_20110067,43.92326788,-96.36392006,8/3/2011
MN_20110068,43.84653,-96.401,8/3/2011
MN_20110069,43.86954,-96.20465,8/2/2011
MN_20110070,43.79214,-96.38427,8/2/2011
MN_20110071,43.79194,-96.39974,8/2/2011
MN_20110073,43.57576,-95.45577,7/28/2011
MN_20110074,43.64134679,-95.87493411,7/27/2011
MN_20110075,43.57031,-95.63253,7/27/2011
MN_20110076,43.74624,-95.91553,7/26/2011
MN_20110077,43.57401,-95.26945,7/25/2011
MN_20110078,43.70871,-95.89387,7/25/2011
MN_20110079,43.631,-96.07265,7/26/2011
MN_20110080,43.67185,-96.0332,7/26/2011
MN_20110081,43.68772,-96.05053,7/26/2011
MN_20110082,43.73329,-96.13115,8/15/2011
MN_20110084,43.81721,-96.11145,8/16/2011
MN_20110085,43.8489,-96.14397,8/16/2011
MN_20110086,43.95088,-96.02895,8/16/2011
MN_20110087,43.96374,-96.12131,8/16/2011
MN_20110090,43.9268,-95.94212,8/17/2011
MN_20110091,43.91348,-96.01004,8/17/2011
MN_20110092,43.88606,-96.09506,8/18/2011
MN_20110094,43.50188,-96.18328,8/31/2011
MN_20110098,44.73053452,-95.46112234,8/29/2011
MN_20110099,43.65812,-95.90363,8/11/2011
MN_20110100,43.86942,-96.12251,8/10/2011
MN_20110101,43.94164,-96.14613,8/10/2011
MN_20110104,43.99314623,-96.16767816,8/9/2011
MN_20110105,43.59624,-96.03518,8/11/2011
MN_20110106,43.75301,-96.04554,8/10/2011
MN_20110110,43.87636,-96.24558,8/31/2011
MN_20110111,44.54454,-93.08276,8/25/2011
MN_20110112,44.08377,-93.2019,8/22/2011
MN_20110113,44.25516,-93.23383,8/17/2011
MN_20110115,44.14792,-93.25251,8/15/2011
MN_20110116,44.00698,-93.28801,8/16/2011
MN_20110117,44.10760506,-93.23823841,8/16/2011
MN_20110118,44.05028,-93.25445,8/16/2011
MN_20110120,44.08974,-93.21393,8/15/2011
MN_20110124,44.24121,-93.34966,8/11/2011
MN_20110125,44.43095,-93.04448,8/10/2011
MN_20110126,44.50942,-93.14458,8/10/2011
MN_20110135,43.98893,-96.28524,8/3/2011
MN_20110136,43.59687,-96.45316,8/4/2011
MN_20110137,44.00173263,-96.29419176,8/3/2011
MN_20110138,43.57438,-95.85257,8/1/2011
MN_20110139,43.74754,-95.92831,8/1/2011
MN_20110140,43.67915,-96.03406,8/2/2011
MN_20110141,43.65252,-96.291,8/2/2011
MN_20110142,43.53478,-95.99431,8/3/2011
MN_20110143,43.51355,-95.81415,8/3/2011
MN_20110144,43.60282,-95.7411,8/4/2011
MN_20110145,43.9059,-93.19057,7/27/2011
MN_20110146,43.90746,-93.12087,7/27/2011
MN_20110147,43.60476,-95.59237,7/25/2011
MN_20110148,43.54923,-96.19509,7/26/2011
MN_20110150,43.530767,-96.332169,7/26/2011
MN_20110151,43.52417,-95.85456,7/27/2011
MN_20110152,43.58885,-96.03245,7/28/2011
MN_20110153,43.5287,-96.03188,7/28/2011
MN_20110154,43.58794,-95.85963,7/27/2011
MN_20110163,44.45461,-93.01373,8/18/2011
MN_20110164,44.50018,-93.0056,8/18/2011
MN_20110165,44.19698,-93.21393,8/16/2011
MN_20110168,44.07277,-93.13622,8/22/2011
MN_20110170,44.48898,-93.12527,9/6/2011
MN_20110171,44.42966,-93.05463,9/7/2011
MN_20110175,44.17691,-93.25037,9/13/2011
MN_20110180,44.39017,-93.07789,9/14/2011
MN_20110183,43.64209,-95.59424,8/29/2011
MN_20110185,44.49938,-92.99133,9/14/2011
MN_20110187,44.10375,-93.16898,9/13/2011
MN_20110188,43.73486,-96.0344,8/2/2011
MN_20110189,43.67139,-95.79215,9/8/2011
MN_20110196,43.58878,-95.25774,9/6/2011
MN_20110197,43.53504,-95.37458,9/6/2011
MN_20110198,43.60049,-95.44129,9/7/2011
MN_20110202,44.09371,-93.30887,8/22/2011
MN_20110203,44.10829,-93.28515,8/22/2011
MN_20110207,43.91926,-96.16575,8/30/2011
MN_20110208,43.7061852,-95.04099346,9/1/2011
MN_20110217,43.54164,-93.27541,8/23/2011
MN_20111094,44.52371864,-93.02058755,8/10/2011
MN_20111096,44.50709,-93.1285,8/11/2011
MN_20111624,44.61522,-93.05571,8/29/2012
MN_20120004,44.01204,-93.00762,6/25/2012
MN_20120014,44.1729,-92.92451,7/18/2012
MN_20120016,44.06238,-92.84054,7/3/2012
MN_20120020,45.08136,-94.97404,7/25/2012
MN_20120023,44.6717,-92.97342,8/1/2012
MN_20120024,44.14988,-92.88017,7/31/2012
MN_20120042,44.01808,-92.92457,7/2/2012
MN_20120047,44.70153,-92.91402,8/1/2012
MN_20120051,44.27337,-92.99814,9/5/2012
MN_20120053,44.72359,-94.81446,7/12/2012
MN_20120054,44.74731,-94.68201,7/17/2012
MN_20120055,44.74973,-94.20414,7/17/2012
MN_20120056,44.74616,-94.18134,7/17/2012
MN_20120059,44.83552,-94.45727,7/18/2012
MN_20120060,45.11078,-94.93803,7/18/2012
MN_20120071,44.04269,-92.85863,7/3/2012
MN_20120072,44.70635,-95.42208,7/16/2012
MN_20120073,44.70479,-95.44281,7/16/2012
MN_20120074,44.72727,-94.71976,7/17/2012
MN_20120075,43.66116672,-93.00344479,6/4/2012
MN_20120076,43.60335,-96.17102,6/12/2012
MN_20120077,43.59394,-96.45184,6/13/2012
MN_20120079,43.6903,-95.90531,6/13/2012
MN_20120080,43.61316,-96.19771,6/14/2012
MN_20120081,43.74202,-96.14874,6/18/2012
MN_20120082,43.75979,-96.44566,6/19/2012
MN_20120083,43.80533,-96.44263,6/19/2012
MN_20120084,43.71544,-96.16314,6/19/2012
MN_20120085,43.80721,-96.42771,6/20/2012
MN_20120086,43.65763351,-96.1880322,6/20/2012
MN_20120087,43.5283,-95.84726,6/20/2012
MN_20120089,44.9928,-94.70361,7/9/2012
MN_20120090,44.99309,-94.69024,7/9/2012
MN_20120091,44.98012,-94.69681,7/10/2012
MN_20120092,43.95105,-96.19447,6/12/2012
MN_20120093,44.97978,-94.64375,7/10/2012
MN_20120094,44.8985471,-94.69691793,7/10/2012
MN_20120095,44.97007,-94.58382,7/10/2012
MN_20120097,44.90609,-94.52158,7/10/2012
MN_20120099,44.8694,-94.4792,7/11/2012
MN_20120100,44.85008,-94.34746,7/11/2012
MN_20120101,44.89221,-94.25213,7/11/2012
MN_20120102,44.85495,-94.23416,7/11/2012
MN_20120104,44.75515,-94.05215,7/12/2012
MN_20120109,43.9881,-96.42692,6/12/2012
MN_20120112,43.89115,-92.69626,6/11/2012
MN_20120114,44.0698,-92.84579,7/2/2012
MN_20120115,44.07281,-92.8217,7/2/2012
MN_20120119,43.90733,-92.71768,7/12/2012
MN_20120122,44.01242741,-95.74075325,8/21/2012
MN_20120129,44.07649,-92.89822,7/11/2012
MN_20120133,44.18887,-92.92655,6/14/2012
MN_20120140,44.76031,-94.41805,7/19/2012
MN_20120141,43.5009,-95.71575,6/18/2012
MN_20120142,43.52075,-95.20644,6/18/2012
MN_20120143,43.51952,-95.83168,6/19/2012
MN_20120144,43.53,-95.62367,6/19/2012
MN_20120145,43.50086,-95.84881,6/19/2012
MN_20120146,43.51653,-95.37633,6/20/2012
MN_20120147,43.50196,-95.28092,6/20/2012
MN_20120148,43.51606,-95.2891,6/20/2012
MN_20120149,43.51926,-95.2763,6/20/2012
MN_20120150,43.55722,-95.23223,6/21/2012
MN_20120155,44.25517,-93.09049,7/10/2012
MN_20120159,44.87776,-94.10566,7/31/2012
MN_20120164,44.03273,-93.00465,6/25/2012
MN_20120168,44.2816,-92.98053,6/28/2012
MN_20120170,43.92849,-92.88035,6/26/2012
MN_20120171,43.96027,-92.98657,6/25/2012
MN_20120172,44.61949,-93.1968,8/1/2012
MN_20120175,44.75064,-94.17526,8/13/2012
MN_20120176,44.95659,-94.58154,8/13/2012
MN_20120184,44.73463,-94.3285,8/14/2012
MN_20120185,44.74988,-94.45684,8/14/2012
MN_20120188,44.27697,-93.01912,7/10/2012
MN_20120194,44.81834808,-94.80828099,8/8/2012
MN_20120202,44.14777,-92.85795,7/18/2012
MN_20120206,44.95584,-94.6734,8/13/2012
MN_20120207,44.84545,-94.16866,8/13/2012
MN_20120210,45.00665,-94.84944,8/8/2012
MN_20120211,44.97732,-94.85573,8/8/2012
MN_20120212,45.03871,-94.93646,8/6/2012
MN_20120213,45.02171,-94.98393,8/6/2012
MN_20120214,44.75006,-94.09004,8/8/2012
MN_20120216,44.73966,-94.76742,8/8/2012
MN_20120218,44.94947,-94.51296,8/7/2012
MN_20120219,44.01661,-92.90009,6/11/2012
MN_20120221,44.81191721,-94.69040392,8/8/2012
MN_20120222,44.85942,-94.21137,8/9/2012
MN_20120227,44.86479,-94.33911,8/7/2012
MN_20120229,44.87863085,-94.45311528,8/14/2012
MN_20120230,44.76638151,-94.557667,7/11/2012
MN_20120231,44.93333795,-94.67449706,8/8/2012
MN_20120232,44.79434,-94.58118,7/11/2012
MN_20120233,44.92114039,-94.80447137,8/8/2012
MN_20120234,44.8395,-94.21797,8/9/2012
MN_20120235,44.71805,-94.76238,7/11/2012
MN_20120236,44.74436,-94.32567,7/11/2012
MN_20120237,44.80766,-94.73383,7/10/2012
MN_20120238,44.76058,-94.69227,7/10/2012
MN_20120239,44.8241,-94.67047,7/10/2012
MN_20120240,44.78914,-94.82292,7/10/2012
MN_20120241,44.84206,-94.83289,7/9/2012
MN_20120242,44.8753322,-94.83532284,7/9/2012
MN_20120243,44.85003657,-94.83530366,7/9/2012
MN_20120245,44.95065,-94.90919,7/19/2012
MN_20120246,44.93504,-94.86084,7/19/2012
MN_20120253,44.71306,-94.1612,7/19/2012
MN_20130005,43.99611278,-94.27722031,6/10/2013
MN_20130006,43.95722,-94.34143,6/10/2013
MN_20130007,44.06515,-94.50135,6/11/2013
MN_20130009,44.0805,-94.74567,6/11/2013
MN_20130010,44.07956,-94.83781,6/11/2013
MN_20130013,43.96039,-94.9402,6/12/2013
MN_20130015,44.64531,-94.81022,8/29/2013
MN_20130018,44.52492,-94.787,8/29/2013
MN_20130020,43.88513,-94.59192,7/18/2013
MN_20130021,44.02927,-94.76106,7/16/2013
MN_20130023,43.92578,-94.34992,7/9/2013
MN_20130025,44.00181,-95.09904,7/8/2013
MN_20130034,44.13856,-94.28982,7/11/2013
MN_20130035,44.1955,-94.2481,7/17/2013
MN_20130038,44.3634809,-94.63243769,7/17/2013
MN_20130039,44.35658638,-94.43237938,7/16/2013
MN_20130040,44.44750398,-94.72311431,7/16/2013
MN_20130047,44.57759,-94.93133,8/14/2013
MN_20130050,44.57580687,-94.97221312,8/14/2013
MN_20130052,44.39885,-94.76805,8/12/2013
MN_20130055,44.1565,-93.18782,8/6/2013
MN_20130058,44.21136529,-94.19118868,8/8/2013
MN_20130059,44.21441,-94.19136,8/8/2013
MN_20130064,44.3791,-94.54687,7/16/2013
MN_20130066,44.51434,-94.68166,8/14/2013
MN_20130067,44.5584,-94.67072,8/14/2013
MN_20130069,44.56398,-95.01929,8/13/2013
MN_20130071,44.53517,-95.07938,8/13/2013
MN_20130072,44.49384,-95.00694,8/13/2013
MN_20130073,44.49256,-94.73477,8/14/2013
MN_20130076,44.15378,-93.20788,8/6/2013
MN_20130077,43.75441,-94.26468,7/31/2013
MN_20130080,44.14751,-93.18571,8/5/2013
MN_20130092,43.92139,-94.73923,7/11/2013
MN_20130101,44.37724,-94.67386,7/9/2013
MN_20130102,44.1251,-94.25038,7/11/2013
MN_20130103,45.04662,-95.79551,8/5/2013
MN_20130105,44.04049,-94.42513,8/8/2013
MN_20130106,44.04402946,-94.19392123,8/7/2013
MN_20130107,44.2444,-94.34065,8/7/2013
MN_20130108,44.23534,-94.47436,8/6/2013
MN_20130109,44.23860911,-94.43472317,8/6/2013
MN_20130110,44.2077,-94.59069,8/7/2013
MN_20130111,44.1732,-94.38402,8/8/2013
MN_20130112,44.18722,-94.39516,8/8/2013
MN_20130131,43.98254869,-94.91944349,8/28/2013
MN_20130132,44.05787,-94.50132,8/26/2013
MN_20130133,44.06361,-94.55209,8/27/2013
MN_20130146,44.29019,-94.07529,8/13/2013
MN_20130147,44.11335,-94.2499,8/12/2013
MN_20130166,44.46228,-94.93169,6/11/2013
MN_20130180,44.13394,-94.31062,7/11/2013
MN_20130183,43.65895,-96.31339,7/9/2013
MN_20130184,43.99484,-96.16344,7/8/2013
MN_20130188,44.15807,-94.821,7/16/2013
MN_20130189,44.1584,-94.84107,7/18/2013
MN_20130190,44.16239,-94.93939,7/8/2013
MN_20130194,44.48538927,-94.74550764,7/17/2013
MN_20130195,44.49918,-94.74797,7/17/2013
MN_20130196,44.47078047,-94.73233601,7/17/2013
MN_20130198,43.89053,-94.6009,7/30/2013
MN_20130199,44.06384,-94.6578,8/1/2013
MN_20130200,44.02145,-94.3595,7/23/2013
MN_20130201,44.00391,-94.28551,7/22/2013
MN_20130202,43.95822,-94.6405,7/24/2013
MN_20130203,44.52833,-95.0586,6/17/2013
MN_20130205,44.53664,-95.04522,6/18/2013
MN_20130206,44.48491,-94.99841,6/18/2013
MN_20130207,44.30368,-94.41476,6/11/2013
MN_20130213,44.6196,-94.87535,6/19/2013
MN_20130217,44.03084,-94.88111,7/15/2013
MN_20130218,43.9051,-94.8213,7/23/2013
MN_20130219,43.94678,-94.56058,7/18/2013
MN_20130221,44.05109,-94.94545,7/8/2013
MN_20130222,44.03451,-94.16294,7/9/2013
MN_20130223,44.06447,-94.68097,7/10/2013
MN_20130224,43.71885,-96.27337,7/8/2013
MN_20130225,43.93659,-95.92443,7/8/2013
MN_20130227,43.92542,-94.55188,7/17/2013
MN_20130228,44.11893,-94.20217,7/25/2013
MN_20130229,44.14412,-94.16282,7/24/2013
MN_20130231,43.75645,-94.34265,7/31/2013
MN_20130239,44.20584,-93.99866,7/17/2013
MN_20130245,43.75766,-94.26963,7/31/2013
MN_20130253,44.25784,-94.1918,6/10/2013
MN_20130254,44.26694,-94.1783,6/10/2013
MN_20130260,44.20998006,-94.53942655,6/12/2013
MN_20130261,44.22555,-94.45951,6/12/2013
MN_20130266,44.49478,-94.90769,6/11/2013
MN_20130272,44.46709,-94.7168,6/19/2013
MN_20130280,44.48671,-94.90613,6/11/2013
MN_20130281,44.05387,-94.96093,6/17/2013
MN_20130282,44.03576,-94.45633,6/10/2013
MN_20130291,43.97746,-94.38653,6/11/2013
MN_20130293,43.98155,-94.38951,6/11/2013
MN_20130294,43.97776,-94.39357,6/11/2013
MN_20130295,44.14959,-94.84086,6/11/2013
MN_20130298,44.0947,-94.9208,6/11/2013
MN_20130307,43.94973,-94.64106,7/23/2013
MN_20130311,43.87765,-94.8672,7/23/2013
MN_20130314,43.97909812,-94.51910283,7/16/2013
MN_20130317,44.14746,-94.09703,7/29/2013
MN_20130319,44.22978,-94.32313,7/29/2013
MN_20130320,43.89113,-94.374,6/11/2013
MN_20130322,43.84764,-94.47933,7/10/2013
MN_20130323,44.53625,-94.90388,7/10/2013
MN_20130325,44.51514,-94.65641,7/10/2013
MN_20130326,44.46962907,-94.65395113,7/10/2013
MN_20130327,44.52989,-94.77131,7/10/2013
MN_20130328,44.42723,-94.62302,7/10/2013
MN_20130329,44.08267,-94.22959,7/11/2013
MN_20130330,44.13881,-94.82052,7/8/2013
MN_20130332,44.39785,-94.68851,7/9/2013
MN_20130334,44.22566,-94.57227,7/9/2013
MN_20140053,44.4246,-94.64752,8/27/2014
MN_20140054,44.40809,-94.5753,8/27/2014
MN_20140065,44.52996931,-94.35425195,8/26/2014
MN_20140082,44.44384985,-94.11893168,9/4/2014
MN_20140101,43.84389,-94.77289,7/22/2014
MN_20140102,43.88917,-94.38806,7/22/2014
MN_20140104,44.03044,-94.47146,7/22/2014
MN_20140112,43.68760946,-95.44234334,8/20/2014
MN_20140138,43.67832994,-92.93573996,8/28/2014
MN_20140145,44.50025598,-94.18718929,7/31/2014
MN_20140148,44.44240257,-94.66525898,8/14/2014
MN_20140154,44.40665,-94.578,8/27/2014
MN_20140155,43.73933,-95.3947,6/10/2014
MN_20140160,43.72167511,-92.78765428,7/8/2014
MN_20140168,43.96576,-94.62113,8/26/2014
MN_20140176,44.54242695,-94.17737655,7/22/2014
MN_20140228,43.90624219,-94.91826105,6/11/2014
MN_20140237,44.51304223,-94.09222287,8/28/2014
MN_20140239,44.02337,-94.58436,8/26/2014
MN_20140277,43.65861272,-95.44720647,7/15/2014
MN_20140303,43.80476758,-95.58095652,8/7/2014
MN_20140304,44.05194,-94.55766,8/25/2014
MN_20140308,43.89187118,-95.26906463,8/13/2014
MN_20140316,44.5038373,-94.23447809,7/23/2014
MN_20140323,44.02883,-94.64084,8/26/2014
MN_20140325,43.9936,-94.74646,8/26/2014
